CAMPEONATO,COLUNA,HORA,MERCADO,PROBABILIDADE,CONFIANCA,STAKE,RESULTADO,GALE
PREMIER,9,17,BTTS,0.8790000000000001,ALTA,R$25.00,,
PREMIER,39,17,BTTS,0.8790000000000001,ALTA,R$25.00,,
PREMIER,18,17,BTTS,0.8780000000000001,ALTA,R$25.00,,
PREMIER,0,18,BTTS,0.9300000000000002,ALTA,R$25.00,,
PREMIER,30,18,BTTS,0.9300000000000002,ALTA,R$25.00,,
PREMIER,15,18,BTTS,0.9050000000000001,ALTA,R$25.00,,
PREMIER,9,19,BTTS,0.8690000000000001,ALTA,R$25.00,,
PREMIER,39,19,BTTS,0.8690000000000001,ALTA,R$25.00,,
PREMIER,18,19,BTTS,0.8680000000000001,ALTA,R$25.00,,
