HORA,COLUNA,Time_Contra,Time_Casa,Data_ano,Data_mes,Data_dia,Casa Gols Previsão,Visitante Gols Previsão
6,2,Brighton,Leicester,2025,5,29,1.3043020970184986,1.6022651356429396
6,2,Palace,Leicester,2025,5,29,0.8865285140378026,0.9193437835746969
6,2,Everton,Leicester,2025,5,29,0.5836931249702771,1.1472413595858042
6,2,Watford,Leicester,2025,5,29,1.7043827997583907,0.613699572767965
6,2,Burnley,Leicester,2025,5,29,1.1481837937805173,1.204013575931633
6,2,Brentford,Leicester,2025,5,29,0.5546535661589338,0.4719935662909382
6,2,West Ham,Leicester,2025,5,29,1.7257474597613758,0.47001168997179754
6,2,United,Leicester,2025,5,29,1.4501058754111271,0.4918366976417302
6,2,Newcastle,Leicester,2025,5,29,1.4630261835945622,0.7200513164179696
6,2,City,Leicester,2025,5,29,0.5717624805575837,1.0446885669454677
6,2,Wolverhampton,Leicester,2025,5,29,1.0199151558633528,0.25324682561137307
6,2,Norwich,Leicester,2025,5,29,1.4387549670708266,0.3646758992822875
6,2,Leeds,Leicester,2025,5,29,1.2668051498260624,0.7633939472832907
6,2,Liverpool,Leicester,2025,5,29,1.0156611716743849,0.6270554557169716
6,2,Southampton,Leicester,2025,5,29,1.421510564826435,1.2617242162318083
6,2,Aston,Leicester,2025,5,29,0.8616592269363028,0.4193466526006783
6,2,Islington,Leicester,2025,5,29,0.4318895979940318,0.6618399148502674
6,2,Chelsea,Leicester,2025,5,29,0.7413678547684686,1.166999616884116
6,2,Tottenham,Leicester,2025,5,29,0.36926900028959864,0.72742027991018
6,2,Palace,Brighton,2025,5,29,1.242263899545152,0.6298923551112788
6,2,Everton,Brighton,2025,5,29,1.02658268382061,1.3869924584671474
6,2,Watford,Brighton,2025,5,29,0.7441789054874652,0.9068481619660079
6,2,Burnley,Brighton,2025,5,29,1.5760882143408919,3.507609682576845
6,2,Brentford,Brighton,2025,5,29,1.079306624013617,1.199821847844339
6,2,West Ham,Brighton,2025,5,29,1.5233269692613864,0.4844691857708725
6,2,United,Brighton,2025,5,29,1.0759170995674006,0.9210255383547783
6,2,Newcastle,Brighton,2025,5,29,0.7162382611587886,1.0336223169258418
6,2,City,Brighton,2025,5,29,0.9060373548044358,3.7755429329628414
6,2,Wolverhampton,Brighton,2025,5,29,1.2230103766414562,3.0999502967398582
6,2,Norwich,Brighton,2025,5,29,0.7525520024363009,1.0840114444545634
6,2,Leeds,Brighton,2025,5,29,1.3904423817363603,0.5373361658391915
6,2,Liverpool,Brighton,2025,5,29,0.9276829588517286,0.5419027604151381
6,2,Southampton,Brighton,2025,5,29,1.0734010894069868,0.47400122499870867
6,2,Aston,Brighton,2025,5,29,0.7351211892252892,1.089218724609921
6,2,Islington,Brighton,2025,5,29,0.883994009070582,0.70771748408072
6,2,Chelsea,Brighton,2025,5,29,0.9534278018357324,3.4837981975310406
6,2,Tottenham,Brighton,2025,5,29,1.002691159145123,3.672702185533183
6,2,Everton,Palace,2025,5,29,0.4001350833700688,1.1932834099753986
6,2,Watford,Palace,2025,5,29,1.8041151953319785,0.806329889079763
6,2,Burnley,Palace,2025,5,29,1.4620152948966754,3.5188769072246853
6,2,Brentford,Palace,2025,5,29,1.192584714959728,1.0012295279523404
6,2,West Ham,Palace,2025,5,29,1.2786479058729423,0.5245266995412786
6,2,United,Palace,2025,5,29,1.307900440245916,0.8078257047570051
6,2,Newcastle,Palace,2025,5,29,2.1438833304728284,1.1106941920417501
6,2,City,Palace,2025,5,29,0.783755746787351,3.589485816609525
6,2,Wolverhampton,Palace,2025,5,29,1.241323200535537,3.1410508692632213
6,2,Norwich,Palace,2025,5,29,2.190033344592983,0.7316536161744892
6,2,Leeds,Palace,2025,5,29,0.6086229426960514,0.572052363243136
6,2,Liverpool,Palace,2025,5,29,1.6371338552063417,0.4043827460685031
6,2,Southampton,Palace,2025,5,29,1.0297214199309175,0.6974236753212514
6,2,Aston,Palace,2025,5,29,0.7484997075193469,0.5761440670079615
6,2,Islington,Palace,2025,5,29,0.1189829428305338,0.6582854091589768
6,2,Chelsea,Palace,2025,5,29,0.23550966183859026,3.584788265656408
6,2,Tottenham,Palace,2025,5,29,0.19874065634281393,3.6499701963914726
6,2,Watford,Everton,2025,5,29,0.6662992259604339,0.8675100274747661
6,2,Burnley,Everton,2025,5,29,1.1424948728810032,1.379701941259409
6,2,Brentford,Everton,2025,5,29,1.2484017493047903,0.6115103642905254
6,2,West Ham,Everton,2025,5,29,1.1125480714034175,0.6357710556299344
6,2,United,Everton,2025,5,29,0.8890819527287063,0.46705409122966995
6,2,Newcastle,Everton,2025,5,29,1.0073106232858877,0.3662864457729682
