Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds,Odd BTTS,HORA,COLUNA,PROBABILIDADE,OUTCOME
1742556,Euro,2025-05-21,1900-01-01 19:59:00,Sérvia,Croácia,0,0,0,2.8,2.55,2.8,2.55,2.55,3.3,2.8,0-0,8.5,2025-05-21 16:52:00,0,19,59,0.5166364186327888,1
1742283,Euro,2025-05-21,1900-01-01 18:02:00,França,Sérvia,3,1,4,2.15,3.4,2.15,3.4,2.15,3.5,3.4,3-1,8.0,2025-05-21 16:52:00,1,18,2,0.5818215821956236,2
1742289,Euro,2025-05-21,1900-01-01 18:05:00,Espanha,Itália,1,1,2,2.9,2.37,2.9,2.37,2.37,3.5,2.9,1-1,7.0,2025-05-21 16:52:00,1,18,5,0.5366340153250652,1
1742295,Euro,2025-05-21,1900-01-01 18:08:00,Geórgia,Turquia,1,0,1,2.5,2.9,2.5,2.9,2.9,3.25,2.5,1-0,9.0,2025-05-21 16:52:00,0,18,8,0.47379032258064524,2
1742301,Euro,2025-05-21,1900-01-01 18:11:00,Croácia,Sérvia,0,0,0,3.0,2.4,3.0,2.4,2.4,3.3,3.0,0-0,8.5,2025-05-21 16:52:00,0,18,11,0.5395683453237411,1
1742306,Euro,2025-05-21,1900-01-01 18:14:00,Polônia,Áustria,2,1,3,2.62,2.75,2.75,2.62,2.62,3.3,2.75,2-1,8.5,2025-05-21 16:52:00,1,18,14,0.5086054721977052,2
1742316,Euro,2025-05-21,1900-01-01 18:17:00,Sérvia,Eslováquia,1,0,1,3.4,2.2,3.4,2.2,2.2,3.3,3.4,1-0,9.0,2025-05-21 16:52:00,0,18,17,0.576271186440678,2
1742324,Euro,2025-05-21,1900-01-01 18:20:00,Bélgica,República Tcheca,2,0,2,3.25,2.25,3.25,2.25,2.25,3.4,3.25,2-0,8.5,2025-05-21 16:52:00,0,18,20,0.5653531955790485,2
1742333,Euro,2025-05-21,1900-01-01 18:23:00,Espanha,Suíça,0,4,4,2.25,3.1,2.25,3.1,2.25,3.6,3.1,0-4,6.5,2025-05-21 16:52:00,0,18,23,0.5583190394511148,0
1742339,Euro,2025-05-21,1900-01-01 18:26:00,Croácia,Geórgia,2,1,3,2.05,3.6,3.6,2.05,2.05,3.5,3.6,2-1,8.0,2025-05-21 16:52:00,1,18,26,0.5998895231080832,2
1742345,Euro,2025-05-21,1900-01-01 18:29:00,Turquia,Romênia,4,0,4,2.3,3.1,2.3,3.1,2.3,3.4,3.1,4-0,8.0,2025-05-21 16:52:00,0,18,29,0.5533542565712045,2
1742352,Euro,2025-05-21,1900-01-01 18:32:00,Eslováquia,Croácia,0,0,0,2.45,2.87,2.45,2.87,2.87,3.4,2.45,0-0,7.5,2025-05-21 16:52:00,0,18,32,0.47157586735404766,1
1742357,Euro,2025-05-21,1900-01-01 18:35:00,Dinamarca,República Tcheca,0,1,1,3.2,2.35,3.2,2.35,2.35,3.2,3.2,0-1,10.0,2025-05-21 16:52:00,0,18,35,0.5537974683544303,0
1742368,Euro,2025-05-21,1900-01-01 18:38:00,Áustria,Bélgica,0,1,1,2.62,2.6,2.62,2.6,2.6,3.5,2.62,0-1,7.5,2025-05-21 16:52:00,0,18,38,0.5013954230125189,0
1742375,Euro,2025-05-21,1900-01-01 18:41:00,França,Escócia,0,1,1,3.5,2.07,3.5,2.07,2.07,3.6,3.5,0-1,7.0,2025-05-21 16:52:00,0,18,41,0.5942960764919222,0
1742381,Euro,2025-05-21,1900-01-01 18:44:00,Ucrânia,Espanha,1,1,2,2.4,2.87,2.4,2.87,2.87,3.5,2.4,1-1,7.0,2025-05-21 16:52:00,1,18,44,0.4675324675324675,1
1742387,Euro,2025-05-21,1900-01-01 18:47:00,Itália,Geórgia,4,1,5,2.0,3.8,2.0,3.8,2.0,3.4,3.8,4-1,8.5,2025-05-21 16:52:00,1,18,47,0.6120058565153734,2
1742393,Euro,2025-05-21,1900-01-01 18:50:00,Eslovênia,Sérvia,0,2,2,2.8,2.7,2.8,2.7,2.7,3.1,2.8,0-2,11.0,2025-05-21 16:52:00,0,18,50,0.5062982527427874,0
1742399,Euro,2025-05-21,1900-01-01 18:53:00,Espanha,Inglaterra,1,2,3,2.6,2.6,2.6,2.6,2.6,3.6,2.6,1-2,6.0,2025-05-21 16:52:00,1,18,53,0.5,0
1742410,Euro,2025-05-21,1900-01-01 18:56:00,Portugal,Escócia,2,1,3,2.2,3.3,3.3,2.2,2.2,3.5,3.3,2-1,7.5,2025-05-21 16:52:00,1,18,56,0.5726141078838175,2
1742417,Euro,2025-05-21,1900-01-01 18:59:00,Croácia,Ucrânia,1,1,2,3.2,2.25,3.2,2.25,2.25,3.4,3.2,1-1,7.5,2025-05-21 16:52:00,1,18,59,0.5627671978235522,1
1742141,Euro,2025-05-21,1900-01-01 17:02:00,Portugal,Alemanha,1,0,1,2.7,2.55,2.7,2.55,2.55,3.5,2.7,1-0,7.0,2025-05-21 16:52:00,0,17,2,0.5103919239904988,2
1742147,Euro,2025-05-21,1900-01-01 17:05:00,Romênia,Eslovênia,0,2,2,2.9,2.5,2.9,2.5,2.5,3.3,2.9,0-2,9.0,2025-05-21 16:52:00,0,17,5,0.5263262863980853,0
1742158,Euro,2025-05-21,1900-01-01 17:08:00,República Tcheca,Espanha,0,1,1,2.5,2.8,2.5,2.8,2.8,3.4,2.5,0-1,8.0,2025-05-21 16:52:00,0,17,8,0.4796163069544364,0
1742164,Euro,2025-05-21,1900-01-01 17:11:00,Bélgica,Dinamarca,1,0,1,3.0,2.4,3.0,2.4,2.4,3.4,3.0,1-0,7.5,2025-05-21 16:52:00,0,17,11,0.5399061032863849,2
1742171,Euro,2025-05-21,1900-01-01 17:14:00,Geórgia,Espanha,1,1,2,2.2,3.2,2.2,3.2,3.2,3.5,2.2,1-1,7.0,2025-05-21 16:52:00,1,17,14,0.43253662297609874,1
1742176,Euro,2025-05-21,1900-01-01 17:17:00,Inglaterra,Itália,1,1,2,3.1,2.25,3.1,2.25,2.25,3.5,3.1,1-1,7.0,2025-05-21 16:52:00,1,17,17,0.5578793774319065,1
1742182,Euro,2025-05-21,1900-01-01 17:20:00,Eslovênia,Romênia,1,0,1,2.9,2.45,2.9,2.45,2.45,3.3,2.9,1-0,8.5,2025-05-21 16:52:00,0,17,20,0.5299878836833603,2
1742189,Euro,2025-05-21,1900-01-01 17:23:00,França,Áustria,1,1,2,3.4,2.15,3.4,2.15,2.15,3.5,3.4,1-1,7.0,2025-05-21 16:52:00,1,17,23,0.5818215821956236,1
1742199,Euro,2025-05-21,1900-01-01 17:26:00,Turquia,Geórgia,0,0,0,3.6,2.1,3.6,2.1,2.1,3.3,3.6,0-0,9.0,2025-05-21 16:52:00,0,17,26,0.5938566552901022,1
1742205,Euro,2025-05-21,1900-01-01 17:29:00,Países Baixos,Eslováquia,1,0,1,3.4,2.1,3.4,2.1,2.1,3.6,3.4,1-0,7.0,2025-05-21 16:52:00,0,17,29,0.5868596881959911,2
1742212,Euro,2025-05-21,1900-01-01 17:32:00,Hungria,Dinamarca,0,2,2,2.7,2.62,2.7,2.62,2.62,3.3,2.7,0-2,9.0,2025-05-21 16:52:00,0,17,32,0.5053593179049939,0
1742221,Euro,2025-05-21,1900-01-01 17:35:00,Bélgica,Alemanha,0,2,2,2.62,2.6,2.62,2.6,2.6,3.5,2.62,0-2,6.5,2025-05-21 16:52:00,0,17,35,0.5013954230125189,0
1742227,Euro,2025-05-21,1900-01-01 17:38:00,Turquia,Eslováquia,2,1,3,2.2,3.4,3.4,2.2,2.2,3.3,3.4,2-1,9.0,2025-05-21 16:52:00,1,17,38,0.576271186440678,2
1742233,Euro,2025-05-21,1900-01-01 17:41:00,Escócia,Dinamarca,4,3,7,2.62,2.7,2.62,2.7,2.62,3.4,2.7,4-3,8.0,2025-05-21 16:52:00,1,17,41,0.505404975757094,2
1742239,Euro,2025-05-21,1900-01-01 17:44:00,Sérvia,Hungria,1,0,1,3.1,2.4,3.1,2.4,2.4,3.25,3.1,1-0,9.0,2025-05-21 16:52:00,0,17,44,0.5449338336954375,2
1742246,Euro,2025-05-21,1900-01-01 17:47:00,Polônia,Dinamarca,0,1,1,2.62,2.75,2.62,2.75,2.75,3.25,2.62,0-1,9.0,2025-05-21 16:52:00,0,17,47,0.49143262698975976,0
1742256,Euro,2025-05-21,1900-01-01 17:50:00,Escócia,Ucrânia,0,0,0,3.0,2.37,3.0,2.37,2.37,3.4,3.0,0-0,7.5,2025-05-21 16:52:00,0,17,50,0.5422185430463576,1
1742261,Euro,2025-05-21,1900-01-01 17:53:00,Sérvia,Polônia,2,0,2,3.2,2.35,3.2,2.35,2.35,3.2,3.2,2-0,10.0,2025-05-21 16:52:00,0,17,53,0.5537974683544303,2
1742269,Euro,2025-05-21,1900-01-01 17:56:00,República Tcheca,Romênia,0,1,1,3.0,2.37,3.0,2.37,2.37,3.4,3.0,0-1,8.5,2025-05-21 16:52:00,0,17,56,0.5422185430463576,0
1742277,Euro,2025-05-21,1900-01-01 17:59:00,Itália,Polônia,0,0,0,3.4,2.2,3.4,2.2,2.2,3.3,3.4,0-0,9.0,2025-05-21 16:52:00,0,17,59,0.576271186440678,1
1742004,Euro,2025-05-21,1900-01-01 16:02:00,Sérvia,Romênia,1,3,4,2.3,3.1,2.3,3.1,2.3,3.4,3.1,1-3,8.0,2025-05-21 16:52:00,1,16,2,0.5533542565712045,0
1742010,Euro,2025-05-21,1900-01-01 16:05:00,Espanha,Portugal,1,0,1,2.8,2.45,2.8,2.45,2.45,3.5,2.8,1-0,7.0,2025-05-21 16:52:00,0,16,5,0.5242718446601942,2
1742016,Euro,2025-05-21,1900-01-01 16:08:00,Suíça,Inglaterra,1,1,2,2.37,2.87,2.37,2.87,2.87,3.6,2.37,1-1,6.5,2025-05-21 16:52:00,1,16,8,0.46493401750961394,1
1742022,Euro,2025-05-21,1900-01-01 16:11:00,Bélgica,Hungria,0,2,2,3.2,2.25,3.2,2.25,2.25,3.4,3.2,0-2,7.5,2025-05-21 16:52:00,0,16,11,0.5627671978235522,0
1742028,Euro,2025-05-21,1900-01-01 16:14:00,Albânia,Espanha,2,1,3,2.9,2.45,2.45,2.9,2.9,3.3,2.45,2-1,8.5,2025-05-21 16:52:00,1,16,14,0.47001211631663975,2
1742039,Euro,2025-05-21,1900-01-01 16:17:00,Eslovênia,Alemanha,1,0,1,2.4,3.0,2.4,3.0,3.0,3.3,2.4,1-0,8.5,2025-05-21 16:52:00,0,16,17,0.460431654676259,2
1742046,Euro,2025-05-21,1900-01-01 16:20:00,França,Croácia,2,5,7,2.2,3.2,2.2,3.2,2.2,3.6,3.2,2-5,7.0,2025-05-21 16:52:00,1,16,20,0.56797583081571,0
1742052,Euro,2025-05-21,1900-01-01 16:23:00,Espanha,Países Baixos,2,1,3,2.3,3.0,3.0,2.3,2.3,3.6,3.0,2-1,6.0,2025-05-21 16:52:00,1,16,23,0.548498845265589,2
1742058,Euro,2025-05-21,1900-01-01 16:26:00,França,Polônia,3,0,3,2.02,3.75,3.75,2.02,2.02,3.5,3.75,3-0,8.0,2025-05-21 16:52:00,0,16,26,0.6090205257472091,2
1742066,Euro,2025-05-21,1900-01-01 16:29:00,Portugal,Bélgica,3,0,3,2.37,2.9,2.9,2.37,2.37,3.5,2.9,3-0,7.0,2025-05-21 16:52:00,0,16,29,0.5366340153250652,2
1742071,Euro,2025-05-21,1900-01-01 16:32:00,Dinamarca,Eslováquia,0,0,0,3.5,2.1,3.5,2.1,2.1,3.4,3.5,0-0,8.5,2025-05-21 16:52:00,0,16,32,0.590185676392573,1
1742078,Euro,2025-05-21,1900-01-01 16:35:00,República Tcheca,Itália,2,2,4,2.75,2.62,2.75,2.62,2.75,3.25,2.62,2-2,9.0,2025-05-21 16:52:00,1,16,35,0.49143262698975976,1
1742089,Euro,2025-05-21,1900-01-01 16:38:00,Eslováquia,Portugal,2,0,2,2.3,3.1,2.3,3.1,3.1,3.4,2.3,2-0,7.5,2025-05-21 16:52:00,0,16,38,0.4466457434287955,2
1742094,Euro,2025-05-21,1900-01-01 16:41:00,Países Baixos,Romênia,1,0,1,3.1,2.25,3.1,2.25,2.25,3.6,3.1,1-0,6.5,2025-05-21 16:52:00,0,16,41,0.5583190394511148,2
1742099,Euro,2025-05-21,1900-01-01 16:44:00,Albânia,Sérvia,1,2,3,2.7,2.8,2.8,2.7,2.7,3.1,2.8,1-2,11.0,2025-05-21 16:52:00,1,16,44,0.5062982527427874,0
1742106,Euro,2025-05-21,1900-01-01 16:47:00,Romênia,França,1,3,4,3.0,2.25,3.0,2.25,3.0,3.6,2.25,1-3,6.5,2025-05-21 16:52:00,1,16,47,0.4473684210526316,0
1742112,Euro,2025-05-21,1900-01-01 16:50:00,Suíça,Portugal,1,2,3,2.7,2.55,2.55,2.7,2.7,3.5,2.55,1-2,7.0,2025-05-21 16:52:00,1,16,50,0.4896080760095012,0
1742123,Euro,2025-05-21,1900-01-01 16:53:00,Alemanha,Ucrânia,4,2,6,2.07,3.5,2.07,3.5,2.07,3.5,3.5,4-2,7.5,2025-05-21 16:52:00,1,16,53,0.5935863874345549,2
1742129,Euro,2025-05-21,1900-01-01 16:56:00,Países Baixos,Áustria,1,5,6,2.37,2.9,2.37,2.9,2.37,3.5,2.9,1-5,7.0,2025-05-21 16:52:00,1,16,56,0.5366340153250652,0
1742135,Euro,2025-05-21,1900-01-01 16:59:00,Polônia,Sérvia,0,3,3,2.7,2.75,2.75,2.7,2.7,3.2,2.75,0-3,10.0,2025-05-21 16:52:00,0,16,59,0.5032173738186205,0
1741862,Euro,2025-05-21,1900-01-01 15:02:00,Romênia,Dinamarca,2,1,3,2.7,2.6,2.6,2.7,2.7,3.4,2.6,2-1,7.5,2025-05-21 16:52:00,1,15,2,0.49321086261980834,2
1741869,Euro,2025-05-21,1900-01-01 15:05:00,Ucrânia,Polônia,2,1,3,2.45,2.9,2.9,2.45,2.45,3.3,2.9,2-1,9.0,2025-05-21 16:52:00,1,15,5,0.5299878836833603,2
1741879,Euro,2025-05-21,1900-01-01 15:08:00,França,Países Baixos,1,3,4,2.15,3.2,2.15,3.2,2.15,3.6,3.2,1-3,6.0,2025-05-21 16:52:00,1,15,8,0.5723029839326702,0
1741885,Euro,2025-05-21,1900-01-01 15:11:00,Eslováquia,Áustria,2,3,5,2.8,2.5,2.8,2.5,2.8,3.4,2.5,2-3,8.0,2025-05-21 16:52:00,1,15,11,0.4796163069544364,0
1741891,Euro,2025-05-21,1900-01-01 15:14:00,Alemanha,Hungria,1,0,1,3.4,2.15,3.4,2.15,2.15,3.5,3.4,1-0,7.5,2025-05-21 16:52:00,0,15,14,0.5818215821956236,2
1741897,Euro,2025-05-21,1900-01-01 15:17:00,Ucrânia,Albânia,2,2,4,2.5,3.0,2.5,3.0,2.5,3.2,3.0,2-2,10.0,2025-05-21 16:52:00,1,15,17,0.5318725099601593,1
1741903,Euro,2025-05-21,1900-01-01 15:20:00,Áustria,Romênia,0,0,0,3.1,2.3,3.1,2.3,2.3,3.5,3.1,0-0,7.5,2025-05-21 16:52:00,0,15,20,0.5537840952746832,1
1741915,Euro,2025-05-21,1900-01-01 15:23:00,Eslovênia,Suíça,1,0,1,2.75,2.62,2.75,2.62,2.62,3.3,2.75,1-0,8.5,2025-05-21 16:52:00,0,15,23,0.5086054721977052,2
1741920,Euro,2025-05-21,1900-01-01 15:26:00,Escócia,Eslováquia,1,1,2,3.2,2.25,3.2,2.25,2.25,3.5,3.2,1-1,7.5,2025-05-21 16:52:00,1,15,26,0.5632730732635584,1
1741926,Euro,2025-05-21,1900-01-01 15:29:00,Itália,Romênia,0,2,2,3.3,2.15,3.3,2.15,2.15,3.5,3.3,0-2,7.5,2025-05-21 16:52:00,0,15,29,0.576901031715705,0
1741932,Euro,2025-05-21,1900-01-01 15:32:00,Espanha,Sérvia,1,2,3,2.25,3.2,3.2,2.25,2.25,3.4,3.2,1-2,7.5,2025-05-21 16:52:00,1,15,32,0.5627671978235522,0
1741939,Euro,2025-05-21,1900-01-01 15:35:00,Turquia,Eslovênia,1,0,1,3.25,2.35,3.25,2.35,2.35,3.1,3.25,1-0,11.0,2025-05-21 16:52:00,0,15,35,0.5558055805580557,2
1741944,Euro,2025-05-21,1900-01-01 15:38:00,Alemanha,Geórgia,1,0,1,4.0,1.9,4.0,1.9,1.9,3.6,4.0,1-0,7.5,2025-05-21 16:52:00,0,15,38,0.6310679611650486,2
1741955,Euro,2025-05-21,1900-01-01 15:41:00,Eslováquia,França,0,2,2,2.15,3.3,2.15,3.3,3.3,3.6,2.15,0-2,7.0,2025-05-21 16:52:00,0,15,41,0.42251544076361597,0
1741960,Euro,2025-05-21,1900-01-01 15:44:00,Albânia,Inglaterra,0,1,1,2.3,3.1,2.3,3.1,3.1,3.4,2.3,0-1,8.5,2025-05-21 16:52:00,0,15,44,0.4466457434287955,0
1741968,Euro,2025-05-21,1900-01-01 15:47:00,Suíça,Escócia,0,0,0,2.9,2.37,2.9,2.37,2.37,3.5,2.9,0-0,7.0,2025-05-21 16:52:00,0,15,47,0.5366340153250652,1
1741973,Euro,2025-05-21,1900-01-01 15:50:00,Portugal,Inglaterra,1,1,2,2.62,2.6,2.62,2.6,2.6,3.5,2.62,1-1,6.5,2025-05-21 16:52:00,1,15,50,0.5013954230125189,1
1741984,Euro,2025-05-21,1900-01-01 15:53:00,Suíça,Sérvia,3,2,5,2.45,2.87,2.45,2.87,2.45,3.4,2.87,3-2,8.0,2025-05-21 16:52:00,1,15,53,0.5284241326459523,2
1741991,Euro,2025-05-21,1900-01-01 15:56:00,República Tcheca,França,1,0,1,2.37,3.0,2.37,3.0,3.0,3.4,2.37,1-0,8.0,2025-05-21 16:52:00,0,15,56,0.45778145695364236,2
1741997,Euro,2025-05-21,1900-01-01 15:59:00,Escócia,Alemanha,0,1,1,2.4,2.87,2.4,2.87,2.87,3.5,2.4,0-1,7.0,2025-05-21 16:52:00,0,15,59,0.4675324675324675,0
1741723,Euro,2025-05-21,1900-01-01 14:02:00,Bélgica,Países Baixos,2,1,3,2.35,2.87,2.87,2.35,2.35,3.6,2.87,2-1,6.5,2025-05-21 16:52:00,1,14,2,0.5366534176570791,2
1741728,Euro,2025-05-21,1900-01-01 14:05:00,Eslováquia,Itália,1,0,1,2.37,3.0,2.37,3.0,3.0,3.4,2.37,1-0,8.0,2025-05-21 16:52:00,0,14,5,0.45778145695364236,2
1741736,Euro,2025-05-21,1900-01-01 14:08:00,Espanha,Bélgica,0,1,1,2.87,2.37,2.87,2.37,2.37,3.6,2.87,0-1,6.5,2025-05-21 16:52:00,0,14,8,0.5350659824903861,0
1741747,Euro,2025-05-21,1900-01-01 14:11:00,Sérvia,Portugal,1,0,1,2.62,2.7,2.62,2.7,2.7,3.3,2.62,1-0,8.5,2025-05-21 16:52:00,0,14,11,0.49464068209500606,2
1741752,Euro,2025-05-21,1900-01-01 14:14:00,Itália,Países Baixos,2,4,6,2.37,2.9,2.37,2.9,2.37,3.5,2.9,2-4,7.0,2025-05-21 16:52:00,1,14,14,0.5366340153250652,0
