HORA,COLUNA,Time_Contra,Time_Casa,Data_ano,Data_mes,Data_dia,Casa Gols Previsão,Visitante Gols Previsão
6,2,Eslovênia,Países Baixos,2025,5,30,0.7384975759120834,1.3272906513214298
6,2,Bélgica,Países Baixos,2025,5,30,1.554313544305004,1.6934395092464398
6,2,Romênia,Países Baixos,2025,5,30,1.6316288341383705,1.4827679598581844
6,2,Ucrânia,Países Baixos,2025,5,30,0.10857108816395644,1.088412766364852
6,2,Polônia,Países Baixos,2025,5,30,1.6545991048397342,1.5384587846528797
6,2,Eslováquia,Países Baixos,2025,5,30,0.3621179169638168,1.6732763680016705
6,2,Turquia,Países Baixos,2025,5,30,1.303830398926111,1.3206645339421987
6,2,Sérvia,Países Baixos,2025,5,30,1.7817223839684184,1.9407497062484713
6,2,Espanha,Países Baixos,2025,5,30,1.4951597368436236,2.066835033053881
6,2,França,Países Baixos,2025,5,30,-0.013973675791503845,1.446148970022262
6,2,Croácia,Países Baixos,2025,5,30,1.756768450666175,1.925813314995104
6,2,Escócia,Países Baixos,2025,5,30,1.0924022599374856,1.4273833274018153
6,2,Hungria,Países Baixos,2025,5,30,0.12589765587873267,1.809398488010367
6,2,Portugal,Países Baixos,2025,5,30,0.5209587704233217,1.4643770200799937
6,2,Suíça,Países Baixos,2025,5,30,0.09374898470533401,2.131965246877583
6,2,República Tcheca,Países Baixos,2025,5,30,0.27454548931903117,1.3126651851000743
6,2,Dinamarca,Países Baixos,2025,5,30,1.8669909615543776,1.4656217421288669
6,2,Inglaterra,Países Baixos,2025,5,30,0.30714268591981214,1.292595331007268
6,2,Itália,Países Baixos,2025,5,30,1.1676430291457975,2.0497113912208316
6,2,Geórgia,Países Baixos,2025,5,30,0.44569472799546694,1.1548108477616517
6,2,Alemanha,Países Baixos,2025,5,30,0.5987789305620911,1.9883682039501358
6,2,Albânia,Países Baixos,2025,5,30,0.4411589443443907,2.1985349111869996
6,2,Áustria,Países Baixos,2025,5,30,0.3574760187749109,2.4186779188282306
6,2,Bélgica,Eslovênia,2025,5,30,0.3538538270045867,1.502135998206762
6,2,Romênia,Eslovênia,2025,5,30,0.3999444840811691,1.1178570115354056
6,2,Ucrânia,Eslovênia,2025,5,30,-0.1975887848391803,2.2338069455104517
6,2,Polônia,Eslovênia,2025,5,30,0.3325291247582596,1.4304132614138994
6,2,Eslováquia,Eslovênia,2025,5,30,-0.1697597715563045,2.0585374083834806
6,2,Turquia,Eslovênia,2025,5,30,0.47403688379096076,2.49893948592378
6,2,Sérvia,Eslovênia,2025,5,30,0.7624825201911501,1.5488868850390471
6,2,Espanha,Eslovênia,2025,5,30,0.2318883000400105,2.7907556053211993
6,2,França,Eslovênia,2025,5,30,-0.24216367186005974,1.906099799607353
6,2,Croácia,Eslovênia,2025,5,30,0.7657584329741988,2.5142832795047765
6,2,Escócia,Eslovênia,2025,5,30,1.1330856468358386,1.5560632829551957
6,2,Hungria,Eslovênia,2025,5,30,-0.12493635004111696,1.1525293435175548
6,2,Portugal,Eslovênia,2025,5,30,0.6899787889691983,1.432770868159368
6,2,Suíça,Eslovênia,2025,5,30,-0.08560399534843761,2.70528625904323
6,2,República Tcheca,Eslovênia,2025,5,30,-0.13818513658968518,1.7597926106821258
6,2,Dinamarca,Eslovênia,2025,5,30,0.8633325490487257,1.87180774843251
6,2,Inglaterra,Eslovênia,2025,5,30,0.08117390050331301,1.1845975888929972
6,2,Itália,Eslovênia,2025,5,30,0.2807006631492873,2.2906114119791225
6,2,Geórgia,Eslovênia,2025,5,30,0.056099076663743655,1.3250575860864189
6,2,Alemanha,Eslovênia,2025,5,30,0.5457216380978338,1.9081105384828914
6,2,Albânia,Eslovênia,2025,5,30,0.7256138162685078,2.5073901370443346
6,2,Áustria,Eslovênia,2025,5,30,0.2036703284557415,2.7483663335461257
6,2,Romênia,Bélgica,2025,5,30,1.9375692843427006,0.5169324887604687
6,2,Ucrânia,Bélgica,2025,5,30,1.1498655159224647,1.0440160800128426
6,2,Polônia,Bélgica,2025,5,30,2.058528752473918,0.9961234646015371
6,2,Eslováquia,Bélgica,2025,5,30,1.2079758807194578,0.8752603241403036
6,2,Turquia,Bélgica,2025,5,30,1.5814253490832766,1.3699013071435866
6,2,Sérvia,Bélgica,2025,5,30,1.846037505558971,0.671596568280469
6,2,Espanha,Bélgica,2025,5,30,1.407867537507104,1.4165079441507835
6,2,França,Bélgica,2025,5,30,0.46143638593343794,1.4290944529213332
6,2,Croácia,Bélgica,2025,5,30,1.9562294812067722,0.44491727361271993
6,2,Escócia,Bélgica,2025,5,30,1.2919022564984344,0.5578895869739143
6,2,Hungria,Bélgica,2025,5,30,0.7797135909040376,0.8141226947560152
6,2,Portugal,Bélgica,2025,5,30,0.8352182562859852,1.171543277028992
6,2,Suíça,Bélgica,2025,5,30,0.5591081284109186,0.82924334900627
6,2,República Tcheca,Bélgica,2025,5,30,1.2025318856140939,1.330819188705312
6,2,Dinamarca,Bélgica,2025,5,30,1.771049971961299,1.0475353057817351
6,2,Inglaterra,Bélgica,2025,5,30,1.0851473987997369,1.0014609950511724
6,2,Itália,Bélgica,2025,5,30,1.5865288989307642,0.41542908249486377
6,2,Geórgia,Bélgica,2025,5,30,1.1850372530280175,0.444831909150324
6,2,Alemanha,Bélgica,2025,5,30,0.8630913951369336,0.7776289351993302
6,2,Albânia,Bélgica,2025,5,30,1.1403400988872796,1.185356270281645
6,2,Áustria,Bélgica,2025,5,30,0.7498261002451184,0.9123422574402007
6,2,Ucrânia,Romênia,2025,5,30,0.9698629470974922,0.7826989048148444
6,2,Polônia,Romênia,2025,5,30,1.260380767973061,1.2659423874662448
6,2,Eslováquia,Romênia,2025,5,30,0.9778214780198672,1.4402401331233585
6,2,Turquia,Romênia,2025,5,30,1.1829746220124973,0.7987264731767406
6,2,Sérvia,Romênia,2025,5,30,1.0717724613919524,1.3761539916306345
6,2,Espanha,Romênia,2025,5,30,0.8655934405127472,2.0647866464343654
6,2,França,Romênia,2025,5,30,-0.11745604929863997,1.2339191313492561
6,2,Croácia,Romênia,2025,5,30,0.9701640469959482,1.8236961451670677
6,2,Escócia,Romênia,2025,5,30,0.723325631931305,1.2151298834953574
6,2,Hungria,Romênia,2025,5,30,0.2339990331851147,1.4141584900137145
6,2,Portugal,Romênia,2025,5,30,0.37952852672141757,1.0929732964752412
6,2,Suíça,Romênia,2025,5,30,-0.09399611048404007,2.1349764703606584
6,2,República Tcheca,Romênia,2025,5,30,0.6141141436059103,0.6560897701641466
6,2,Dinamarca,Romênia,2025,5,30,1.085618102031865,1.2337822154968763
6,2,Inglaterra,Romênia,2025,5,30,0.7567984839335333,0.9856181976264378
6,2,Itália,Romênia,2025,5,30,1.2009996181412554,1.7812990681389687
6,2,Geórgia,Romênia,2025,5,30,1.0075863929751,0.6725212997343407
6,2,Alemanha,Romênia,2025,5,30,0.09742670264004438,1.2770063041306265
6,2,Albânia,Romênia,2025,5,30,0.3428263755214541,2.193882419404447
6,2,Áustria,Romênia,2025,5,30,0.11173692229570313,2.325340160328643
6,2,Polônia,Ucrânia,2025,5,30,1.3704509954207504,0.6605810073218708
6,2,Eslováquia,Ucrânia,2025,5,30,-0.22483840827740575,0.4108538174885803
6,2,Turquia,Ucrânia,2025,5,30,0.8086939248430479,0.8790251087804039
