Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds
1701301,Euro,2025-05-09,14:41,Países Baixos,Suíça,4,2,6,2.35,2.87,2.35,2.87,2.35,3.60,2.87,4-2,6.50,09-05-2025 11:46
1701308,Euro,2025-05-09,14:44,Croácia,Escócia,4,2,6,2.30,3.00,2.30,3.00,2.30,3.50,3.00,4-2,7.50,09-05-2025 11:46
1701322,Euro,2025-05-09,14:50,Albânia,Sérvia,1,0,1,2.80,2.70,2.80,2.70,2.70,3.10,2.80,1-0,11.00,09-05-2025 11:46
1701329,Euro,2025-05-09,14:53,Espanha,Escócia,1,0,1,3.20,2.20,3.20,2.20,2.20,3.60,3.20,1-0,7.00,09-05-2025 11:46
1701336,Euro,2025-05-09,14:56,França,Geórgia,2,0,2,4.20,1.86,4.20,1.86,1.86,3.60,4.20,2-0,7.50,09-05-2025 11:46
1701343,Euro,2025-05-09,14:59,Alemanha,Eslovênia,2,1,3,2.07,3.75,3.75,2.07,2.07,3.40,3.75,2-1,9.00,09-05-2025 11:46
1701070,Euro,2025-05-09,13:02,República Tcheca,França,1,2,3,3.00,2.37,2.37,3.00,3.00,3.40,2.37,1-2,8.00,09-05-2025 11:46
1701077,Euro,2025-05-09,13:05,Escócia,Itália,2,0,2,2.60,2.70,2.60,2.70,2.70,3.40,2.60,2-0,7.50,09-05-2025 11:46
1701084,Euro,2025-05-09,13:08,Ucrânia,República Tcheca,3,0,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,3-0,9.00,09-05-2025 11:46
1701090,Euro,2025-05-09,13:11,Hungria,Sérvia,0,3,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,0-3,9.00,09-05-2025 11:46
1701098,Euro,2025-05-09,13:14,Suíça,Países Baixos,0,0,0,2.70,2.50,2.70,2.50,2.50,3.60,2.70,0-0,6.50,09-05-2025 11:46
1701104,Euro,2025-05-09,13:17,Ucrânia,Escócia,2,0,2,2.75,2.50,2.75,2.50,2.50,3.40,2.75,2-0,7.50,09-05-2025 11:46
1701112,Euro,2025-05-09,13:20,Romênia,Itália,1,1,2,2.50,2.80,2.50,2.80,2.80,3.50,2.50,1-1,7.50,09-05-2025 11:46
1701119,Euro,2025-05-09,13:23,Inglaterra,Sérvia,1,0,1,3.40,2.15,3.40,2.15,2.15,3.50,3.40,1-0,8.00,09-05-2025 11:46
1701126,Euro,2025-05-09,13:26,Polônia,Ucrânia,1,0,1,2.90,2.45,2.90,2.45,2.45,3.30,2.90,1-0,8.50,09-05-2025 11:46
1701133,Euro,2025-05-09,13:29,Países Baixos,Inglaterra,2,1,3,2.75,2.45,2.45,2.75,2.75,3.60,2.45,2-1,6.00,09-05-2025 11:46
1701140,Euro,2025-05-09,13:32,Romênia,França,1,1,2,2.25,3.00,2.25,3.00,3.00,3.60,2.25,1-1,6.50,09-05-2025 11:46
1701147,Euro,2025-05-09,13:35,Itália,Ucrânia,2,1,3,2.20,3.30,3.30,2.20,2.20,3.40,3.30,2-1,8.00,09-05-2025 11:46
1701153,Euro,2025-05-09,13:38,Inglaterra,Espanha,1,0,1,2.90,2.30,2.90,2.30,2.30,3.60,2.90,1-0,6.00,09-05-2025 11:46
1701160,Euro,2025-05-09,13:41,Hungria,Geórgia,1,2,3,2.20,3.40,3.40,2.20,2.20,3.30,3.40,1-2,9.00,09-05-2025 11:46
1701168,Euro,2025-05-09,13:44,Romênia,Turquia,1,1,2,2.70,2.62,2.70,2.62,2.62,3.40,2.70,1-1,8.00,09-05-2025 11:46
1701174,Euro,2025-05-09,13:47,Inglaterra,Portugal,1,2,3,2.30,3.00,3.00,2.30,2.30,3.50,3.00,1-2,7.00,09-05-2025 11:46
1701182,Euro,2025-05-09,13:50,Áustria,Polônia,3,1,4,2.30,3.20,2.30,3.20,2.30,3.30,3.20,3-1,9.00,09-05-2025 11:46
1701189,Euro,2025-05-09,13:53,Bélgica,Croácia,2,1,3,2.37,2.90,2.90,2.37,2.37,3.50,2.90,2-1,7.00,09-05-2025 11:46
1701196,Euro,2025-05-09,13:56,França,Eslováquia,1,1,2,4.00,1.90,4.00,1.90,1.90,3.60,4.00,1-1,7.00,09-05-2025 11:46
1701203,Euro,2025-05-09,13:59,Alemanha,Itália,3,2,5,2.30,3.00,2.30,3.00,2.30,3.50,3.00,3-2,7.50,09-05-2025 11:46
1700930,Euro,2025-05-09,12:02,Áustria,Bélgica,3,2,5,2.60,2.62,2.60,2.62,2.60,3.50,2.62,3-2,7.50,09-05-2025 11:46
1700937,Euro,2025-05-09,12:05,Portugal,Inglaterra,2,1,3,2.60,2.62,2.62,2.60,2.60,3.50,2.62,2-1,6.50,09-05-2025 11:46
1700944,Euro,2025-05-09,12:08,Eslováquia,Áustria,1,4,5,2.80,2.50,2.80,2.50,2.80,3.40,2.50,1-4,8.00,09-05-2025 11:46
1700951,Euro,2025-05-09,12:11,Países Baixos,Ucrânia,1,0,1,3.10,2.25,3.10,2.25,2.25,3.50,3.10,1-0,7.00,09-05-2025 11:46
1700958,Euro,2025-05-09,12:14,Hungria,Espanha,2,3,5,2.80,2.50,2.80,2.50,2.80,3.50,2.50,2-3,7.00,09-05-2025 11:46
1700964,Euro,2025-05-09,12:17,Países Baixos,Escócia,1,0,1,3.00,2.30,3.00,2.30,2.30,3.60,3.00,1-0,6.50,09-05-2025 11:46
1700972,Euro,2025-05-09,12:20,Espanha,Eslováquia,0,0,0,3.60,2.00,3.60,2.00,2.00,3.60,3.60,0-0,7.00,09-05-2025 11:46
1700979,Euro,2025-05-09,12:23,Eslovênia,Croácia,0,1,1,2.62,2.75,2.62,2.75,2.75,3.25,2.62,0-1,9.00,09-05-2025 11:46
1700986,Euro,2025-05-09,12:26,França,Espanha,1,0,1,2.90,2.30,2.90,2.30,2.30,3.60,2.90,1-0,6.00,09-05-2025 11:46
1700993,Euro,2025-05-09,12:29,Portugal,Dinamarca,0,1,1,3.10,2.35,3.10,2.35,2.35,3.40,3.10,0-1,8.00,09-05-2025 11:46
1701000,Euro,2025-05-09,12:32,França,Países Baixos,2,0,2,3.20,2.15,3.20,2.15,2.15,3.60,3.20,2-0,6.00,09-05-2025 11:46
1701006,Euro,2025-05-09,12:35,Dinamarca,Ucrânia,1,2,3,2.25,3.25,3.25,2.25,2.25,3.40,3.25,1-2,8.50,09-05-2025 11:46
1701014,Euro,2025-05-09,12:38,Itália,Portugal,0,0,0,2.75,2.55,2.75,2.55,2.55,3.40,2.75,0-0,7.50,09-05-2025 11:46
1701021,Euro,2025-05-09,12:41,Turquia,República Tcheca,0,1,1,3.10,2.40,3.10,2.40,2.40,3.20,3.10,0-1,10.00,09-05-2025 11:46
1701027,Euro,2025-05-09,12:44,Eslováquia,Países Baixos,0,0,0,2.40,2.87,2.40,2.87,2.87,3.50,2.40,0-0,7.00,09-05-2025 11:46
1701035,Euro,2025-05-09,12:47,Sérvia,Turquia,1,2,3,2.50,3.00,3.00,2.50,2.50,3.20,3.00,1-2,10.00,09-05-2025 11:46
1701042,Euro,2025-05-09,12:50,República Tcheca,Croácia,1,0,1,2.75,2.62,2.75,2.62,2.62,3.30,2.75,1-0,8.50,09-05-2025 11:46
1701049,Euro,2025-05-09,12:53,Turquia,França,0,3,3,2.90,2.45,2.45,2.90,2.90,3.40,2.45,0-3,7.50,09-05-2025 11:46
1701056,Euro,2025-05-09,12:56,Itália,República Tcheca,2,1,3,2.25,3.30,3.30,2.25,2.25,3.25,3.30,2-1,9.00,09-05-2025 11:46
1701063,Euro,2025-05-09,12:59,Alemanha,Turquia,1,1,2,3.30,2.20,3.30,2.20,2.20,3.40,3.30,1-1,8.00,09-05-2025 11:46
1700790,Euro,2025-05-09,11:02,Bélgica,Geórgia,0,2,2,3.75,2.00,3.75,2.00,2.00,3.50,3.75,0-2,7.50,09-05-2025 11:46
1700797,Euro,2025-05-09,11:05,Portugal,Romênia,2,2,4,2.10,3.40,2.10,3.40,2.10,3.60,3.40,2-2,7.00,09-05-2025 11:46
1700804,Euro,2025-05-09,11:08,Escócia,Croácia,1,2,3,2.60,2.62,2.62,2.60,2.60,3.50,2.62,1-2,7.50,09-05-2025 11:46
1700811,Euro,2025-05-09,11:11,Romênia,Suíça,1,1,2,2.62,2.60,2.62,2.60,2.60,3.50,2.62,1-1,6.50,09-05-2025 11:46
1700818,Euro,2025-05-09,11:14,Sérvia,República Tcheca,1,2,3,2.40,3.10,3.10,2.40,2.40,3.20,3.10,1-2,10.00,09-05-2025 11:46
1700824,Euro,2025-05-09,11:17,Bélgica,Áustria,1,1,2,3.00,2.30,3.00,2.30,2.30,3.50,3.00,1-1,7.50,09-05-2025 11:46
1700832,Euro,2025-05-09,11:20,Ucrânia,Romênia,1,2,3,2.45,2.87,2.87,2.45,2.45,3.50,2.87,1-2,7.00,09-05-2025 11:46
1700839,Euro,2025-05-09,11:23,Bélgica,Portugal,2,0,2,2.70,2.55,2.70,2.55,2.55,3.50,2.70,2-0,7.00,09-05-2025 11:46
1700846,Euro,2025-05-09,11:26,Espanha,Geórgia,1,2,3,1.95,3.80,3.80,1.95,1.95,3.60,3.80,1-2,7.50,09-05-2025 11:46
1700852,Euro,2025-05-09,11:29,Hungria,Áustria,0,0,0,2.80,2.55,2.80,2.55,2.55,3.30,2.80,0-0,8.50,09-05-2025 11:46
1700860,Euro,2025-05-09,11:32,Portugal,Eslovênia,2,0,2,3.60,2.15,3.60,2.15,2.15,3.30,3.60,2-0,9.00,09-05-2025 11:46
1700866,Euro,2025-05-09,11:35,Turquia,Polônia,3,1,4,2.35,3.20,2.35,3.20,2.35,3.20,3.20,3-1,10.00,09-05-2025 11:46
1700874,Euro,2025-05-09,11:38,Escócia,Portugal,3,3,6,2.80,2.50,2.80,2.50,2.80,3.50,2.50,3-3,7.50,09-05-2025 11:46
1700881,Euro,2025-05-09,11:41,Hungria,Albânia,0,0,0,3.10,2.40,3.10,2.40,2.40,3.20,3.10,0-0,10.00,09-05-2025 11:46
1700888,Euro,2025-05-09,11:44,Romênia,Países Baixos,0,2,2,2.55,2.62,2.55,2.62,2.62,3.60,2.55,0-2,6.50,09-05-2025 11:46
1700895,Euro,2025-05-09,11:47,Itália,Sérvia,1,4,5,2.35,3.10,2.35,3.10,2.35,3.30,3.10,1-4,9.00,09-05-2025 11:46
1700902,Euro,2025-05-09,11:50,Portugal,Suíça,0,1,1,3.10,2.25,3.10,2.25,2.25,3.50,3.10,0-1,7.00,09-05-2025 11:46
1700908,Euro,2025-05-09,11:53,Bélgica,Romênia,3,3,6,2.15,3.25,2.15,3.25,2.15,3.60,3.25,3-3,6.50,09-05-2025 11:46
1700916,Euro,2025-05-09,11:56,Inglaterra,Albânia,0,3,3,2.02,3.80,3.80,2.02,2.02,3.40,3.80,0-3,8.50,09-05-2025 11:46
1700923,Euro,2025-05-09,11:59,Croácia,Geórgia,1,0,1,3.60,2.05,3.60,2.05,2.05,3.50,3.60,1-0,8.00,09-05-2025 11:46
1700650,Euro,2025-05-09,10:02,Polônia,Turquia,0,0,0,2.75,2.70,2.75,2.70,2.70,3.20,2.75,0-0,10.00,09-05-2025 11:46
1700656,Euro,2025-05-09,10:05,Suíça,Croácia,0,1,1,2.75,2.50,2.75,2.50,2.50,3.50,2.75,0-1,7.00,09-05-2025 11:46
1700664,Euro,2025-05-09,10:08,Turquia,Bélgica,1,0,1,2.70,2.62,2.70,2.62,2.62,3.40,2.70,1-0,8.00,09-05-2025 11:46
1700671,Euro,2025-05-09,10:11,Alemanha,Hungria,0,3,3,2.15,3.40,3.40,2.15,2.15,3.50,3.40,0-3,7.50,09-05-2025 11:46
1700678,Euro,2025-05-09,10:14,Turquia,Escócia,0,1,1,3.00,2.37,3.00,2.37,2.37,3.30,3.00,0-1,8.50,09-05-2025 11:46
1700685,Euro,2025-05-09,10:17,Geórgia,Suíça,2,1,3,2.87,2.45,2.45,2.87,2.87,3.40,2.45,2-1,7.50,09-05-2025 11:46
1700691,Euro,2025-05-09,10:20,Países Baixos,Hungria,3,2,5,2.30,3.00,2.30,3.00,2.30,3.50,3.00,3-2,7.50,09-05-2025 11:46
1700698,Euro,2025-05-09,10:23,Suíça,Escócia,3,0,3,2.37,2.90,2.90,2.37,2.37,3.50,2.90,3-0,7.00,09-05-2025 11:46
1700706,Euro,2025-05-09,10:26,Turquia,Romênia,0,1,1,3.10,2.30,3.10,2.30,2.30,3.40,3.10,0-1,8.00,09-05-2025 11:46
1700713,Euro,2025-05-09,10:29,Áustria,Sérvia,1,1,2,2.90,2.50,2.90,2.50,2.50,3.30,2.90,1-1,9.00,09-05-2025 11:46
1700720,Euro,2025-05-09,10:32,Croácia,Albânia,1,2,3,2.25,3.30,3.30,2.25,2.25,3.25,3.30,1-2,9.00,09-05-2025 11:46
1700726,Euro,2025-05-09,10:35,Suíça,Turquia,1,0,1,2.87,2.45,2.87,2.45,2.45,3.40,2.87,1-0,8.00,09-05-2025 11:46
1700734,Euro,2025-05-09,10:38,Romênia,Espanha,0,1,1,2.37,2.87,2.37,2.87,2.87,3.60,2.37,0-1,6.50,09-05-2025 11:46
1700741,Euro,2025-05-09,10:41,Bélgica,Itália,1,1,2,2.80,2.45,2.80,2.45,2.45,3.50,2.80,1-1,7.50,09-05-2025 11:46
1700748,Euro,2025-05-09,10:44,Inglaterra,Polônia,0,0,0,3.75,2.02,3.75,2.02,2.02,3.50,3.75,0-0,8.00,09-05-2025 11:46
1700754,Euro,2025-05-09,10:47,República Tcheca,Dinamarca,1,1,2,2.75,2.70,2.75,2.70,2.70,3.20,2.75,1-1,10.00,09-05-2025 11:46
1700762,Euro,2025-05-09,10:50,Países Baixos,Albânia,1,2,3,2.25,3.25,3.25,2.25,2.25,3.40,3.25,1-2,8.50,09-05-2025 11:46
1700770,Euro,2025-05-09,10:53,República Tcheca,Eslováquia,1,1,2,3.30,2.25,3.30,2.25,2.25,3.30,3.30,1-1,9.00,09-05-2025 11:46
1700776,Euro,2025-05-09,10:56,Ucrânia,Suíça,1,1,2,2.70,2.60,2.70,2.60,2.60,3.50,2.70,1-1,7.00,09-05-2025 11:46
1700783,Euro,2025-05-09,10:59,Países Baixos,República Tcheca,1,2,3,2.35,3.10,3.10,2.35,2.35,3.40,3.10,1-2,8.00,09-05-2025 11:46
1700510,Euro,2025-05-09,9:02,Albânia,Alemanha,1,1,2,2.40,3.00,2.40,3.00,3.00,3.30,2.40,1-1,8.50,09-05-2025 11:46
1700516,Euro,2025-05-09,9:05,Áustria,Escócia,3,3,6,2.37,3.00,2.37,3.00,2.37,3.40,3.00,3-3,7.50,09-05-2025 11:46
1700523,Euro,2025-05-09,9:08,Eslováquia,Romênia,1,0,1,2.70,2.60,2.70,2.60,2.60,3.50,2.70,1-0,7.00,09-05-2025 11:46
1700531,Euro,2025-05-09,9:11,Áustria,Países Baixos,1,0,1,2.75,2.50,2.75,2.50,2.50,3.50,2.75,1-0,7.00,09-05-2025 11:46
1700538,Euro,2025-05-09,9:14,Romênia,Ucrânia,2,4,6,2.45,2.87,2.45,2.87,2.45,3.50,2.87,2-4,7.50,09-05-2025 11:46
1700545,Euro,2025-05-09,9:17,Polônia,República Tcheca,3,2,5,2.60,2.87,2.60,2.87,2.60,3.20,2.87,3-2,10.00,09-05-2025 11:46
1700552,Euro,2025-05-09,9:20,Croácia,Romênia,0,0,0,3.10,2.25,3.10,2.25,2.25,3.50,3.10,0-0,7.00,09-05-2025 11:46
1700559,Euro,2025-05-09,9:23,Portugal,Espanha,1,0,1,2.80,2.45,2.80,2.45,2.45,3.50,2.80,1-0,6.50,09-05-2025 11:46
1700566,Euro,2025-05-09,9:26,Dinamarca,Albânia,4,1,5,2.30,3.40,2.30,3.40,2.30,3.20,3.40,4-1,10.00,09-05-2025 11:46
1700573,Euro,2025-05-09,9:29,Suíça,Sérvia,2,0,2,2.87,2.45,2.87,2.45,2.45,3.40,2.87,2-0,8.00,09-05-2025 11:46
1700580,Euro,2025-05-09,9:32,França,Bélgica,2,0,2,3.10,2.25,3.10,2.25,2.25,3.60,3.10,2-0,6.50,09-05-2025 11:46
1700587,Euro,2025-05-09,9:35,Portugal,Sérvia,1,0,1,3.25,2.25,3.25,2.25,2.25,3.40,3.25,1-0,8.50,09-05-2025 11:46
1700594,Euro,2025-05-09,9:38,Escócia,Polônia,0,0,0,3.00,2.40,3.00,2.40,2.40,3.30,3.00,0-0,8.50,09-05-2025 11:46
1700601,Euro,2025-05-09,9:41,Turquia,Eslovênia,0,0,0,3.25,2.35,3.25,2.35,2.35,3.10,3.25,0-0,11.00,09-05-2025 11:46
1700610,Euro,2025-05-09,9:44,Alemanha,Albânia,1,0,1,3.75,2.07,3.75,2.07,2.07,3.40,3.75,1-0,9.00,09-05-2025 11:46
1700615,Euro,2025-05-09,9:47,Turquia,Sérvia,2,0,2,3.00,2.50,3.00,2.50,2.50,3.20,3.00,2-0,10.00,09-05-2025 11:46
1700622,Euro,2025-05-09,9:50,França,Dinamarca,1,1,2,3.25,2.20,3.25,2.20,2.20,3.50,3.25,1-1,7.50,09-05-2025 11:46
1700629,Euro,2025-05-09,9:53,Escócia,Áustria,2,2,4,2.55,2.75,2.55,2.75,2.55,3.40,2.75,2-2,7.50,09-05-2025 11:46
1700636,Euro,2025-05-09,9:56,Dinamarca,Geórgia,1,2,3,2.05,3.75,3.75,2.05,2.05,3.40,3.75,1-2,9.00,09-05-2025 11:46
1700643,Euro,2025-05-09,9:59,Albânia,Ucrânia,0,0,0,3.00,2.45,3.00,2.45,2.45,3.20,3.00,0-0,10.00,09-05-2025 11:46
1701347,Copa,2025-05-09,15:01,México,Austrália,0,2,2,3.30,2.15,3.30,2.15,2.15,3.50,3.30,0-2,7.00,09-05-2025 11:45
1701356,Copa,2025-05-09,15:04,Brasil,Irã,2,2,4,1.72,4.75,1.72,4.75,1.72,3.80,4.75,2-2,6.50,09-05-2025 11:45
1701361,Copa,2025-05-09,15:07,Bélgica,Países Baixos,0,0,0,3.00,2.37,3.00,2.37,2.37,3.40,3.00,0-0,7.50,09-05-2025 11:45
1701368,Copa,2025-05-09,15:10,Polônia,Tunísia,1,0,1,3.40,2.15,3.40,2.15,2.15,3.40,3.40,1-0,8.00,09-05-2025 11:45
1701374,Copa,2025-05-09,15:13,Dinamarca,Costa Rica,2,3,5,2.00,3.75,2.00,3.75,2.00,3.60,3.75,2-3,7.00,09-05-2025 11:45
1701384,Copa,2025-05-09,15:16,Tunísia,Senegal,3,1,4,2.90,2.50,2.90,2.50,2.90,3.25,2.50,3-1,9.00,09-05-2025 11:45
1701390,Copa,2025-05-09,15:19,Polônia,Equador,3,1,4,2.37,3.00,2.37,3.00,2.37,3.40,3.00,3-1,7.50,09-05-2025 11:45
1701397,Copa,2025-05-09,15:22,Qatar,Costa Rica,0,1,1,3.00,2.35,3.00,2.35,2.35,3.40,3.00,0-1,7.50,09-05-2025 11:45
1701402,Copa,2025-05-09,15:25,Senegal,Inglaterra,1,3,4,2.90,2.45,2.90,2.45,2.90,3.30,2.45,1-3,8.50,09-05-2025 11:45
1701410,Copa,2025-05-09,15:28,Qatar,Portugal,0,1,1,2.30,3.00,2.30,3.00,3.00,3.50,2.30,0-1,7.00,09-05-2025 11:45
1701417,Copa,2025-05-09,15:31,Marrocos,Sérvia,1,2,3,2.70,2.75,2.75,2.70,2.70,3.20,2.75,1-2,10.00,09-05-2025 11:45
1701423,Copa,2025-05-09,15:34,México,Gana,1,0,1,3.20,2.25,3.20,2.25,2.25,3.50,3.20,1-0,7.50,09-05-2025 11:45
1701430,Copa,2025-05-09,15:37,Uruguai,Portugal,3,1,4,2.60,2.62,2.60,2.62,2.60,3.50,2.62,3-1,6.50,09-05-2025 11:45
1701438,Copa,2025-05-09,15:40,Sérvia,Austrália,1,0,1,3.40,2.15,3.40,2.15,2.15,3.40,3.40,1-0,8.50,09-05-2025 11:45
1701445,Copa,2025-05-09,15:43,Japão,Dinamarca,0,0,0,2.55,2.80,2.55,2.80,2.80,3.40,2.55,0-0,8.00,09-05-2025 11:45
1701209,Copa,2025-05-09,14:01,França,Uruguai,0,2,2,3.40,2.10,3.40,2.10,2.10,3.60,3.40,0-2,7.00,09-05-2025 11:45
1701216,Copa,2025-05-09,14:04,Senegal,Qatar,0,0,0,3.60,2.10,3.60,2.10,2.10,3.30,3.60,0-0,9.00,09-05-2025 11:45
1701221,Copa,2025-05-09,14:07,Polônia,Coreia do Sul,1,0,1,3.40,2.15,3.40,2.15,2.15,3.40,3.40,1-0,8.00,09-05-2025 11:45
1701228,Copa,2025-05-09,14:10,Brasil,Portugal,1,2,3,2.15,3.20,3.20,2.15,2.15,3.60,3.20,1-2,6.00,09-05-2025 11:45
1701235,Copa,2025-05-09,14:13,Uruguai,Argentina,1,2,3,2.80,2.50,2.50,2.80,2.80,3.50,2.50,1-2,7.50,09-05-2025 11:45
1701242,Copa,2025-05-09,14:16,Costa Rica,Gana,0,2,2,2.70,2.60,2.70,2.60,2.60,3.50,2.70,0-2,7.00,09-05-2025 11:45
1701251,Copa,2025-05-09,14:19,País de Gales,EUA,0,1,1,2.70,2.75,2.70,2.75,2.75,3.20,2.70,0-1,10.00,09-05-2025 11:45
1701258,Copa,2025-05-09,14:22,Canadá,Alemanha,0,4,4,3.20,2.20,3.20,2.20,3.20,3.50,2.20,0-4,7.00,09-05-2025 11:45
1701262,Copa,2025-05-09,14:25,Países Baixos,Croácia,2,1,3,2.40,3.00,3.00,2.40,2.40,3.30,3.00,2-1,8.50,09-05-2025 11:45
1701270,Copa,2025-05-09,14:28,Equador,Arábia Saudita,2,4,6,2.10,3.40,2.10,3.40,2.10,3.60,3.40,2-4,7.00,09-05-2025 11:45
1701281,Copa,2025-05-09,14:31,Tunísia,Portugal,0,2,2,2.30,3.00,2.30,3.00,3.00,3.50,2.30,0-2,7.00,09-05-2025 11:45
1701285,Copa,2025-05-09,14:34,França,Austrália,2,0,2,4.20,1.85,4.20,1.85,1.85,3.75,4.20,2-0,6.50,09-05-2025 11:45
1701291,Copa,2025-05-09,14:37,Polônia,Espanha,1,1,2,2.40,2.87,2.40,2.87,2.87,3.50,2.40,1-1,7.00,09-05-2025 11:45
1701298,Copa,2025-05-09,14:40,Irã,País de Gales,0,0,0,2.60,2.70,2.60,2.70,2.70,3.40,2.60,0-0,7.50,09-05-2025 11:45
1701307,Copa,2025-05-09,14:43,Gana,Portugal,1,0,1,2.35,2.90,2.35,2.90,2.90,3.60,2.35,1-0,6.50,09-05-2025 11:45
1701312,Copa,2025-05-09,14:46,Marrocos,Japão,0,2,2,2.90,2.45,2.90,2.45,2.45,3.30,2.90,0-2,8.50,09-05-2025 11:45
