Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds
1730038,Euro,2025-05-18,2:29,Romênia,Áustria,0,2,2,2.62,2.60,2.62,2.60,2.60,3.50,2.62,0-2,7.50,18-05-2025 00:25
1730045,Euro,2025-05-18,2:32,Espanha,Croácia,1,0,1,3.00,2.30,3.00,2.30,2.30,3.50,3.00,1-0,7.00,18-05-2025 00:25
1730052,Euro,2025-05-18,2:35,Áustria,Suíça,1,1,2,2.87,2.45,2.87,2.45,2.45,3.50,2.87,1-1,7.50,18-05-2025 00:25
1730058,Euro,2025-05-18,2:38,Croácia,Países Baixos,2,2,4,2.45,2.80,2.45,2.80,2.45,3.50,2.80,2-2,6.50,18-05-2025 00:25
1730066,Euro,2025-05-18,2:41,Espanha,Suíça,1,0,1,3.10,2.25,3.10,2.25,2.25,3.60,3.10,1-0,6.50,18-05-2025 00:25
1730073,Euro,2025-05-18,2:44,Turquia,Áustria,0,1,1,2.90,2.45,2.90,2.45,2.45,3.30,2.90,0-1,9.00,18-05-2025 00:25
1730080,Euro,2025-05-18,2:47,Polônia,Romênia,1,0,1,2.90,2.45,2.90,2.45,2.45,3.40,2.90,1-0,8.00,18-05-2025 00:25
1730087,Euro,2025-05-18,2:50,Espanha,Sérvia,2,1,3,2.25,3.20,3.20,2.25,2.25,3.40,3.20,2-1,7.50,18-05-2025 00:25
1730093,Euro,2025-05-18,2:53,Hungria,Turquia,1,2,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,1-2,9.00,18-05-2025 00:25
1730101,Euro,2025-05-18,2:56,Ucrânia,Suíça,2,0,2,2.70,2.60,2.70,2.60,2.60,3.50,2.70,2-0,7.00,18-05-2025 00:25
1730108,Euro,2025-05-18,2:59,Hungria,Eslováquia,2,1,3,2.25,3.25,3.25,2.25,2.25,3.40,3.25,2-1,8.50,18-05-2025 00:25
1729835,Euro,2025-05-18,1:02,Geórgia,Ucrânia,4,0,4,2.70,2.62,2.70,2.62,2.70,3.30,2.62,4-0,8.50,18-05-2025 00:25
1729842,Euro,2025-05-18,1:05,Eslováquia,Romênia,2,0,2,2.70,2.60,2.70,2.60,2.60,3.50,2.70,2-0,7.00,18-05-2025 00:25
1729848,Euro,2025-05-18,1:08,República Tcheca,Hungria,1,0,1,3.00,2.50,3.00,2.50,2.50,3.20,3.00,1-0,10.00,18-05-2025 00:25
1729856,Euro,2025-05-18,1:11,Portugal,Suíça,0,1,1,3.10,2.25,3.10,2.25,2.25,3.50,3.10,0-1,7.00,18-05-2025 00:25
1729863,Euro,2025-05-18,1:14,Hungria,Inglaterra,2,4,6,3.00,2.35,3.00,2.35,3.00,3.50,2.35,2-4,7.00,18-05-2025 00:25
1729870,Euro,2025-05-18,1:17,Geórgia,Romênia,1,1,2,2.60,2.70,2.60,2.70,2.70,3.40,2.60,1-1,7.50,18-05-2025 00:25
1729877,Euro,2025-05-18,1:20,Eslovênia,Inglaterra,1,0,1,2.30,3.10,2.30,3.10,3.10,3.40,2.30,1-0,8.50,18-05-2025 00:25
1729884,Euro,2025-05-18,1:23,Itália,França,1,1,2,2.55,2.70,2.55,2.70,2.70,3.50,2.55,1-1,7.00,18-05-2025 00:25
1729891,Euro,2025-05-18,1:26,Croácia,Suíça,3,2,5,2.37,2.90,2.37,2.90,2.37,3.50,2.90,3-2,7.00,18-05-2025 00:25
1729898,Euro,2025-05-18,1:29,Eslováquia,Áustria,3,0,3,2.80,2.50,2.50,2.80,2.80,3.40,2.50,3-0,8.00,18-05-2025 00:25
1729906,Euro,2025-05-18,1:32,Inglaterra,Romênia,2,2,4,2.00,3.60,2.00,3.60,2.00,3.60,3.60,2-2,6.50,18-05-2025 00:25
1729912,Euro,2025-05-18,1:35,Hungria,Sérvia,1,2,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,1-2,9.00,18-05-2025 00:25
1729919,Euro,2025-05-18,1:38,Áustria,Escócia,0,2,2,3.00,2.37,3.00,2.37,2.37,3.40,3.00,0-2,7.50,18-05-2025 00:25
1729926,Euro,2025-05-18,1:41,Suíça,França,3,0,3,2.87,2.37,2.37,2.87,2.87,3.60,2.37,3-0,6.50,18-05-2025 00:25
1729936,Euro,2025-05-18,1:44,Hungria,Escócia,1,3,4,2.45,2.90,2.45,2.90,2.45,3.40,2.90,1-3,8.00,18-05-2025 00:25
1729940,Euro,2025-05-18,1:47,Turquia,Bélgica,0,3,3,2.62,2.70,2.70,2.62,2.62,3.40,2.70,0-3,8.00,18-05-2025 00:25
1729947,Euro,2025-05-18,1:50,Eslovênia,Itália,1,1,2,2.60,2.87,2.60,2.87,2.87,3.20,2.60,1-1,10.00,18-05-2025 00:25
1729953,Euro,2025-05-18,1:53,Inglaterra,Ucrânia,1,1,2,3.60,2.02,3.60,2.02,2.02,3.60,3.60,1-1,7.00,18-05-2025 00:25
1729960,Euro,2025-05-18,1:56,Croácia,Dinamarca,3,2,5,2.45,2.87,2.45,2.87,2.45,3.40,2.87,3-2,8.00,18-05-2025 00:25
1729969,Euro,2025-05-18,1:59,Eslovênia,República Tcheca,0,2,2,2.90,2.60,2.90,2.60,2.60,3.10,2.90,0-2,11.00,18-05-2025 00:25
1729696,Euro,2025-05-18,0:02,Hungria,Países Baixos,2,2,4,2.60,2.70,2.60,2.70,2.60,3.50,2.70,2-2,7.00,18-05-2025 00:25
1729703,Euro,2025-05-18,0:05,Sérvia,Eslovênia,0,0,0,3.25,2.35,3.25,2.35,2.35,3.10,3.25,0-0,11.00,18-05-2025 00:25
1729710,Euro,2025-05-18,0:08,Portugal,Polônia,3,2,5,2.15,3.50,2.15,3.50,2.15,3.40,3.50,3-2,8.50,18-05-2025 00:25
1729717,Euro,2025-05-18,0:11,Suíça,Dinamarca,0,1,1,2.75,2.55,2.75,2.55,2.55,3.40,2.75,0-1,7.50,18-05-2025 00:25
1729723,Euro,2025-05-18,0:14,Sérvia,Albânia,1,1,2,3.25,2.35,3.25,2.35,2.35,3.10,3.25,1-1,11.00,18-05-2025 00:25
1729730,Euro,2025-05-18,0:17,Romênia,Países Baixos,2,2,4,2.62,2.55,2.62,2.55,2.62,3.60,2.55,2-2,6.50,18-05-2025 00:25
1729737,Euro,2025-05-18,0:20,Polônia,Portugal,1,4,5,2.90,2.45,2.90,2.45,2.90,3.30,2.45,1-4,8.50,18-05-2025 00:25
1729744,Euro,2025-05-18,0:23,Áustria,Croácia,0,2,2,2.75,2.55,2.75,2.55,2.55,3.40,2.75,0-2,7.50,18-05-2025 00:25
1729751,Euro,2025-05-18,0:26,Escócia,Ucrânia,1,1,2,3.00,2.37,3.00,2.37,2.37,3.40,3.00,1-1,7.50,18-05-2025 00:25
1729758,Euro,2025-05-18,0:29,Itália,Bélgica,1,0,1,2.80,2.45,2.80,2.45,2.45,3.50,2.80,1-0,7.50,18-05-2025 00:25
1729764,Euro,2025-05-18,0:32,Dinamarca,Países Baixos,1,2,3,2.45,2.87,2.87,2.45,2.45,3.50,2.87,1-2,7.50,18-05-2025 00:25
1729772,Euro,2025-05-18,0:35,Escócia,França,1,2,3,3.00,2.30,2.30,3.00,3.00,3.60,2.30,1-2,6.50,18-05-2025 00:25
1729778,Euro,2025-05-18,0:38,Croácia,Eslovênia,0,1,1,3.30,2.25,3.30,2.25,2.25,3.25,3.30,0-1,9.00,18-05-2025 00:25
1729785,Euro,2025-05-18,0:41,Inglaterra,Itália,2,1,3,2.25,3.10,3.10,2.25,2.25,3.50,3.10,2-1,7.00,18-05-2025 00:25
1729792,Euro,2025-05-18,0:44,Sérvia,Dinamarca,0,1,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,0-1,9.00,18-05-2025 00:25
1729800,Euro,2025-05-18,0:47,Croácia,Polônia,3,0,3,2.25,3.25,3.25,2.25,2.25,3.40,3.25,3-0,8.50,18-05-2025 00:25
1729806,Euro,2025-05-18,0:50,Portugal,República Tcheca,2,0,2,3.40,2.20,3.40,2.20,2.20,3.30,3.40,2-0,9.00,18-05-2025 00:25
1729814,Euro,2025-05-18,0:53,Croácia,Sérvia,2,0,2,3.00,2.40,3.00,2.40,2.40,3.30,3.00,2-0,8.50,18-05-2025 00:25
1729821,Euro,2025-05-18,0:56,Polônia,Espanha,1,0,1,2.45,2.87,2.45,2.87,2.87,3.40,2.45,1-0,7.50,18-05-2025 00:25
1729828,Euro,2025-05-18,0:59,Dinamarca,República Tcheca,1,5,6,2.35,3.20,2.35,3.20,2.35,3.20,3.20,1-5,10.00,18-05-2025 00:25
1729558,Euro,2025-05-18,23:02,Geórgia,Eslováquia,0,1,1,2.80,2.50,2.80,2.50,2.50,3.30,2.80,0-1,8.50,18-05-2025 00:25
1729565,Euro,2025-05-18,23:05,Albânia,Turquia,1,1,2,2.80,2.70,2.80,2.70,2.70,3.10,2.80,1-1,11.00,18-05-2025 00:25
1729572,Euro,2025-05-18,23:08,Itália,Eslováquia,1,1,2,3.60,2.05,3.60,2.05,2.05,3.50,3.60,1-1,8.00,18-05-2025 00:25
1729579,Euro,2025-05-18,23:11,Espanha,Turquia,2,1,3,2.25,3.20,3.20,2.25,2.25,3.40,3.20,2-1,7.50,18-05-2025 00:25
1729586,Euro,2025-05-18,23:14,Suíça,Portugal,1,0,1,2.55,2.70,2.55,2.70,2.70,3.50,2.55,1-0,7.00,18-05-2025 00:25
1729593,Euro,2025-05-18,23:17,França,Sérvia,2,0,2,3.40,2.15,3.40,2.15,2.15,3.50,3.40,2-0,8.00,18-05-2025 00:25
1729600,Euro,2025-05-18,23:20,Polônia,Geórgia,3,2,5,2.25,3.30,2.25,3.30,2.25,3.30,3.30,3-2,9.00,18-05-2025 00:25
1729606,Euro,2025-05-18,23:23,Suíça,Países Baixos,2,4,6,2.50,2.70,2.50,2.70,2.50,3.60,2.70,2-4,6.50,18-05-2025 00:25
1729614,Euro,2025-05-18,23:26,Albânia,Alemanha,0,5,5,3.00,2.40,3.00,2.40,3.00,3.30,2.40,0-5,8.50,18-05-2025 00:25
1729621,Euro,2025-05-18,23:29,Países Baixos,Eslováquia,2,0,2,3.40,2.10,3.40,2.10,2.10,3.60,3.40,2-0,7.00,18-05-2025 00:25
1729628,Euro,2025-05-18,23:32,Inglaterra,Alemanha,1,2,3,2.37,2.87,2.87,2.37,2.37,3.60,2.87,1-2,6.50,18-05-2025 00:25
1729635,Euro,2025-05-18,23:35,Portugal,Geórgia,1,1,2,4.00,1.95,4.00,1.95,1.95,3.50,4.00,1-1,8.00,18-05-2025 00:25
1729641,Euro,2025-05-18,23:38,Turquia,Itália,0,3,3,2.62,2.70,2.70,2.62,2.62,3.30,2.70,0-3,9.00,18-05-2025 00:25
1729648,Euro,2025-05-18,23:41,Croácia,Inglaterra,1,3,4,2.75,2.45,2.75,2.45,2.75,3.50,2.45,1-3,6.50,18-05-2025 00:25
1729656,Euro,2025-05-18,23:44,Hungria,Espanha,1,1,2,2.50,2.80,2.50,2.80,2.80,3.50,2.50,1-1,7.00,18-05-2025 00:25
1729663,Euro,2025-05-18,23:47,Ucrânia,República Tcheca,0,1,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,0-1,9.00,18-05-2025 00:25
1729670,Euro,2025-05-18,23:50,Inglaterra,Eslováquia,1,0,1,4.00,1.90,4.00,1.90,1.90,3.60,4.00,1-0,7.00,18-05-2025 00:25
1729677,Euro,2025-05-18,23:53,Dinamarca,Espanha,0,0,0,2.62,2.60,2.62,2.60,2.60,3.50,2.62,0-0,7.50,18-05-2025 00:25
1729684,Euro,2025-05-18,23:56,Ucrânia,Escócia,0,2,2,2.75,2.50,2.75,2.50,2.50,3.40,2.75,0-2,7.50,18-05-2025 00:25
1729418,Euro,2025-05-18,22:02,Dinamarca,França,2,3,5,2.80,2.50,2.80,2.50,2.80,3.50,2.50,2-3,7.50,18-05-2025 00:25
1729425,Euro,2025-05-18,22:05,República Tcheca,Bélgica,3,2,5,2.70,2.62,2.70,2.62,2.70,3.30,2.62,3-2,8.50,18-05-2025 00:25
1729432,Euro,2025-05-18,22:08,Sérvia,Turquia,0,1,1,3.00,2.50,3.00,2.50,2.50,3.20,3.00,0-1,10.00,18-05-2025 00:25
1729439,Euro,2025-05-18,22:11,Inglaterra,Países Baixos,1,0,1,3.20,2.15,3.20,2.15,2.15,3.60,3.20,1-0,6.00,18-05-2025 00:25
1729446,Euro,2025-05-18,22:14,Croácia,Hungria,2,2,4,2.30,3.10,2.30,3.10,2.30,3.40,3.10,2-2,8.00,18-05-2025 00:25
1729452,Euro,2025-05-18,22:17,Inglaterra,França,1,2,3,2.45,2.75,2.75,2.45,2.45,3.60,2.75,1-2,6.00,18-05-2025 00:25
1729460,Euro,2025-05-18,22:20,Geórgia,Alemanha,0,0,0,2.15,3.30,2.15,3.30,3.30,3.50,2.15,0-0,7.50,18-05-2025 00:25
1729466,Euro,2025-05-18,22:23,Eslováquia,Albânia,0,0,0,2.75,2.70,2.75,2.70,2.70,3.20,2.75,0-0,10.00,18-05-2025 00:25
1729474,Euro,2025-05-18,22:26,Ucrânia,Dinamarca,0,4,4,2.70,2.62,2.70,2.62,2.70,3.30,2.62,0-4,8.50,18-05-2025 00:25
1729479,Euro,2025-05-18,22:29,República Tcheca,Alemanha,2,0,2,2.45,2.90,2.45,2.90,2.90,3.30,2.45,2-0,8.50,18-05-2025 00:25
1729487,Euro,2025-05-18,22:32,Países Baixos,Sérvia,1,0,1,3.00,2.40,3.00,2.40,2.40,3.40,3.00,1-0,7.50,18-05-2025 00:25
1729495,Euro,2025-05-18,22:35,Áustria,Eslovênia,1,1,2,3.20,2.35,3.20,2.35,2.35,3.20,3.20,1-1,10.00,18-05-2025 00:25
1729502,Euro,2025-05-18,22:38,Itália,República Tcheca,2,0,2,3.30,2.25,3.30,2.25,2.25,3.25,3.30,2-0,9.00,18-05-2025 00:25
1729509,Euro,2025-05-18,22:41,Suíça,Hungria,0,1,1,3.00,2.37,3.00,2.37,2.37,3.40,3.00,0-1,7.50,18-05-2025 00:25
1729516,Euro,2025-05-18,22:44,Alemanha,República Tcheca,1,0,1,3.50,2.15,3.50,2.15,2.15,3.40,3.50,1-0,8.50,18-05-2025 00:25
1729523,Euro,2025-05-18,22:47,Sérvia,Itália,1,1,2,2.70,2.62,2.70,2.62,2.62,3.30,2.70,1-1,9.00,18-05-2025 00:25
1729529,Euro,2025-05-18,22:50,Polônia,Hungria,0,1,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,0-1,9.00,18-05-2025 00:25
1729537,Euro,2025-05-18,22:53,Romênia,França,2,0,2,2.25,3.00,2.25,3.00,3.00,3.60,2.25,2-0,6.50,18-05-2025 00:25
1729545,Euro,2025-05-18,22:56,Polônia,Sérvia,1,0,1,2.75,2.70,2.75,2.70,2.70,3.20,2.75,1-0,10.00,18-05-2025 00:25
1729551,Euro,2025-05-18,22:59,Croácia,Ucrânia,1,0,1,3.20,2.25,3.20,2.25,2.25,3.40,3.20,1-0,7.50,18-05-2025 00:25
1730252,Copa,2025-05-18,4:01,Bélgica,Camarões,1,1,2,3.80,1.95,3.80,1.95,1.95,3.60,3.80,1-1,7.50,18-05-2025 00:24
1730261,Copa,2025-05-18,4:04,Equador,Senegal,1,0,1,2.70,2.62,2.70,2.62,2.62,3.30,2.70,1-0,9.00,18-05-2025 00:24
1730266,Copa,2025-05-18,4:07,Uruguai,Alemanha,0,1,1,2.55,2.70,2.55,2.70,2.70,3.50,2.55,0-1,7.00,18-05-2025 00:24
1730274,Copa,2025-05-18,4:10,Equador,Tunísia,1,1,2,3.20,2.25,3.20,2.25,2.25,3.50,3.20,1-1,7.50,18-05-2025 00:24
1730280,Copa,2025-05-18,4:13,Sérvia,Argentina,0,1,1,2.50,2.90,2.50,2.90,2.90,3.25,2.50,0-1,9.00,18-05-2025 00:24
1730287,Copa,2025-05-18,4:16,Costa Rica,Canadá,0,0,0,2.80,2.50,2.80,2.50,2.50,3.40,2.80,0-0,7.50,18-05-2025 00:24
1730294,Copa,2025-05-18,4:19,Portugal,Suíça,1,1,2,3.00,2.30,3.00,2.30,2.30,3.60,3.00,1-1,6.50,18-05-2025 00:24
1730302,Copa,2025-05-18,4:22,Países Baixos,Arábia Saudita,2,2,4,1.90,4.00,1.90,4.00,1.90,3.60,4.00,2-2,7.00,18-05-2025 00:24
1730112,Copa,2025-05-18,3:01,Tunísia,Arábia Saudita,0,1,1,3.10,2.25,3.10,2.25,2.25,3.50,3.10,0-1,7.00,18-05-2025 00:24
1730120,Copa,2025-05-18,3:04,Brasil,Austrália,0,0,0,4.20,1.83,4.20,1.83,1.83,3.80,4.20,0-0,6.50,18-05-2025 00:24
1730126,Copa,2025-05-18,3:07,Tunísia,França,1,0,1,2.10,3.40,2.10,3.40,3.40,3.50,2.10,1-0,7.00,18-05-2025 00:24
1730135,Copa,2025-05-18,3:10,Espanha,Inglaterra,1,4,5,2.50,2.70,2.50,2.70,2.50,3.60,2.70,1-4,6.50,18-05-2025 00:24
1730140,Copa,2025-05-18,3:13,Brasil,Croácia,2,1,3,2.15,3.40,3.40,2.15,2.15,3.50,3.40,2-1,8.00,18-05-2025 00:24
1730147,Copa,2025-05-18,3:16,Polônia,Costa Rica,0,0,0,3.50,2.10,3.50,2.10,2.10,3.50,3.50,0-0,7.50,18-05-2025 00:24
1730153,Copa,2025-05-18,3:19,França,Tunísia,1,0,1,4.20,1.85,4.20,1.85,1.85,3.60,4.20,1-0,7.50,18-05-2025 00:24
1730163,Copa,2025-05-18,3:22,Gana,EUA,0,1,1,2.62,2.75,2.62,2.75,2.75,3.25,2.62,0-1,9.00,18-05-2025 00:24
1730168,Copa,2025-05-18,3:25,Brasil,Marrocos,1,1,2,4.00,1.90,4.00,1.90,1.90,3.60,4.00,1-1,7.00,18-05-2025 00:24
1730175,Copa,2025-05-18,3:28,França,Costa Rica,1,2,3,1.80,4.33,4.33,1.80,1.80,3.75,4.33,1-2,7.00,18-05-2025 00:24
1730184,Copa,2025-05-18,3:31,Países Baixos,Alemanha,2,1,3,2.50,2.75,2.75,2.50,2.50,3.50,2.75,2-1,7.00,18-05-2025 00:24
1730188,Copa,2025-05-18,3:34,México,França,2,1,3,3.00,2.35,2.35,3.00,3.00,3.50,2.35,2-1,7.00,18-05-2025 00:24
1730197,Copa,2025-05-18,3:37,EUA,Suíça,2,0,2,2.87,2.55,2.87,2.55,2.55,3.25,2.87,2-0,9.00,18-05-2025 00:24
1730207,Copa,2025-05-18,3:40,Argentina,Portugal,0,1,1,3.00,2.30,3.00,2.30,2.30,3.60,3.00,0-1,6.50,18-05-2025 00:24
1730212,Copa,2025-05-18,3:43,Equador,Sérvia,2,0,2,2.87,2.55,2.87,2.55,2.55,3.25,2.87,2-0,9.00,18-05-2025 00:24
1730217,Copa,2025-05-18,3:46,Marrocos,Países Baixos,1,0,1,2.45,2.87,2.45,2.87,2.87,3.40,2.45,1-0,7.50,18-05-2025 00:24
1730225,Copa,2025-05-18,3:49,Espanha,Polônia,0,1,1,3.40,2.10,3.40,2.10,2.10,3.60,3.40,0-1,7.00,18-05-2025 00:24
1730231,Copa,2025-05-18,3:52,Coreia do Sul,Países Baixos,2,0,2,2.30,3.10,2.30,3.10,3.10,3.50,2.30,2-0,7.50,18-05-2025 00:24
1730239,Copa,2025-05-18,3:55,Austrália,Portugal,0,2,2,2.25,3.00,2.25,3.00,3.00,3.60,2.25,0-2,6.50,18-05-2025 00:24
1730247,Copa,2025-05-18,3:58,Gana,Qatar,1,2,3,2.35,3.00,3.00,2.35,2.35,3.40,3.00,1-2,7.50,18-05-2025 00:24
1729974,Copa,2025-05-18,2:01,Países Baixos,México,1,0,1,3.20,2.25,3.20,2.25,2.25,3.40,3.20,1-0,7.50,18-05-2025 00:24
1729981,Copa,2025-05-18,2:04,Canadá,Argentina,1,0,1,2.15,3.30,2.15,3.30,3.30,3.50,2.15,1-0,7.50,18-05-2025 00:24
1729985,Copa,2025-05-18,2:07,Alemanha,Croácia,1,0,1,3.10,2.35,3.10,2.35,2.35,3.40,3.10,1-0,8.00,18-05-2025 00:24
1729993,Copa,2025-05-18,2:10,Inglaterra,Arábia Saudita,2,1,3,1.76,4.50,4.50,1.76,1.76,3.80,4.50,2-1,6.50,18-05-2025 00:24
1729999,Copa,2025-05-18,2:13,Suíça,México,2,3,5,2.37,3.00,2.37,3.00,2.37,3.40,3.00,2-3,7.50,18-05-2025 00:24
1730008,Copa,2025-05-18,2:16,Gana,Coreia do Sul,2,2,4,2.35,3.00,2.35,3.00,2.35,3.40,3.00,2-2,7.50,18-05-2025 00:24
1730014,Copa,2025-05-18,2:19,Brasil,Costa Rica,2,2,4,1.76,4.50,1.76,4.50,1.76,3.80,4.50,2-2,7.00,18-05-2025 00:24
1730022,Copa,2025-05-18,2:22,Espanha,Irã,2,0,2,4.20,1.80,4.20,1.80,1.80,3.80,4.20,2-0,6.50,18-05-2025 00:24
1730028,Copa,2025-05-18,2:25,Camarões,Marrocos,0,2,2,2.70,2.60,2.70,2.60,2.60,3.50,2.70,0-2,7.00,18-05-2025 00:24
