Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1719960,4,0,4,2.15,3.6,3.25
1719948,1,3,4,2.45,3.4,2.87
1720191,2,4,6,2.87,3.2,2.6
1719584,0,2,2,2.4,3.3,3.0
1719744,1,0,1,2.55,3.5,2.7
1719669,1,1,2,2.9,3.3,2.45
1719305,2,2,4,2.15,3.4,3.4
1719661,2,2,4,2.87,3.2,2.6
1719563,1,0,1,2.25,3.4,3.25
1719441,4,2,6,2.9,3.25,2.5
1719975,1,1,2,2.45,3.5,2.8
1719424,0,0,0,2.3,3.4,3.1
1719413,0,0,0,2.25,3.6,3.1
1719647,0,3,3,2.75,3.6,2.5
1719752,0,1,1,3.3,3.5,2.15
1719540,2,1,3,2.5,3.4,2.8
1719820,1,3,4,2.62,3.5,2.6
1720029,2,1,3,2.8,3.3,2.55
1720073,0,0,0,2.8,3.6,2.4
1719659,0,1,1,2.15,3.6,3.25
1719848,1,1,2,2.55,3.6,2.62
1720016,2,1,3,2.62,3.3,2.7
1720011,0,1,1,2.7,3.5,2.55
1719809,1,0,1,2.75,3.2,2.7
1720157,2,0,2,2.8,3.3,2.55
1719363,1,1,2,2.3,3.4,3.1
1720203,0,0,0,2.25,3.6,3.0
1719469,1,0,1,2.3,3.2,3.4
1719982,0,0,0,2.25,3.4,3.25
1719685,1,0,1,2.55,3.6,2.62
1719519,1,2,3,2.02,3.4,3.8
1720159,1,2,3,2.35,3.1,3.25
1719853,1,0,1,2.3,3.4,3.1
1719949,2,2,4,2.75,3.25,2.62
1719673,1,2,3,2.62,3.4,2.7
1719292,0,2,2,2.3,3.5,3.0
1719970,0,2,2,2.37,3.4,3.0
1719904,2,1,3,2.6,3.5,2.62
1719837,1,1,2,2.8,3.5,2.5
1719916,0,1,1,1.98,3.5,4.0
1719961,1,2,3,2.87,3.5,2.4
1719411,4,2,6,2.7,3.3,2.62
1720138,2,0,2,3.0,3.3,2.4
1719875,1,1,2,2.62,3.5,2.62
1719286,0,0,0,2.55,3.4,2.75
1719575,2,0,2,2.0,3.6,3.6
1719802,4,0,4,2.62,3.4,2.7
1720002,1,3,4,3.0,3.5,2.35
1720110,3,1,4,2.15,3.5,3.4
1719993,1,0,1,2.5,3.3,2.8
1719530,2,1,3,2.25,3.4,3.2
1719942,0,0,0,2.02,3.4,3.8
1719699,1,2,3,3.2,3.6,2.2
1720213,2,0,2,2.2,3.6,3.1
1719716,1,1,2,2.7,3.6,2.55
1720040,1,2,3,2.7,3.4,2.6
1720093,1,1,2,2.25,3.4,3.25
1720059,0,0,0,2.6,3.4,2.7
1719883,0,2,2,3.0,3.3,2.4
1719368,2,0,2,2.7,3.1,2.8
1719755,0,1,1,2.3,3.6,3.0
1720126,0,0,0,2.3,3.6,3.0
1719694,3,1,4,2.5,3.2,3.0
1720017,2,0,2,3.1,3.6,2.2
1720024,0,0,0,2.4,3.5,2.87
1719609,2,0,2,2.7,3.4,2.6
1719443,1,2,3,2.4,3.5,2.87
1719677,1,2,3,2.15,3.4,3.5
1719399,0,3,3,2.87,3.4,2.45
1719968,1,1,2,2.07,3.5,3.5
1719549,2,2,4,2.45,3.6,2.75
1720168,1,0,1,2.55,3.25,2.87
1719614,0,0,0,2.0,3.6,3.6
1719783,2,0,2,2.3,3.25,3.25
1719858,1,1,2,2.9,3.4,2.45
1719935,0,0,0,2.37,3.3,3.0
1720068,1,2,3,2.7,3.2,2.75
1719827,1,0,1,2.6,3.5,2.7
1720070,3,3,6,2.37,3.4,3.0
1719631,2,0,2,2.62,3.2,2.75
1719422,0,3,3,2.7,3.5,2.55
1719939,1,1,2,3.0,3.3,2.4
1720063,3,2,5,2.6,3.5,2.62
1719860,0,1,1,2.1,3.5,3.5
1719392,0,0,0,2.3,3.6,3.0
1720143,3,1,4,2.1,3.5,3.5
1719312,0,1,1,2.35,3.3,3.1
1720026,1,0,1,2.9,3.3,2.45
1719603,1,2,3,2.3,3.6,3.0
1720035,0,0,0,2.1,3.3,3.6
1719333,2,1,3,2.8,3.3,2.55
1719403,0,0,0,2.55,3.2,2.9
1719812,0,2,2,3.3,3.5,2.15
1719704,1,0,1,3.5,3.75,2.02
1719646,2,2,4,2.37,3.4,3.0
1719882,0,2,2,2.5,3.3,2.9
1720051,0,2,2,2.35,3.4,3.0
1719734,1,0,1,2.3,3.3,3.2
1719270,0,1,1,2.75,3.2,2.7
1719410,1,4,5,3.2,3.5,2.2
1720054,1,1,2,2.15,3.5,3.4
1720215,0,0,0,2.7,3.4,2.6
1720058,1,3,4,2.5,3.5,2.75
1719638,2,1,3,2.1,3.4,3.5
1719692,4,1,5,2.1,3.4,3.5
1719832,0,1,1,2.0,3.5,3.75
1719487,2,1,3,2.5,3.3,2.8
1719387,4,0,4,2.05,3.4,3.75
1720095,2,2,4,3.2,3.6,2.2
1720182,0,2,2,2.3,3.6,3.0
