Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1719578,0,0,0,2.37,3.5,2.9
1719653,2,4,6,2.62,3.3,2.75
1720068,1,2,3,2.7,3.2,2.75
1719406,0,0,0,2.4,3.25,3.1
1720046,0,1,1,2.3,3.3,3.2
1719746,2,0,2,2.02,3.6,3.6
1719451,1,0,1,2.1,3.6,3.4
1719687,3,1,4,2.0,3.6,3.75
1719364,0,0,0,2.1,3.4,3.5
1719718,1,1,2,2.6,3.2,2.87
1719862,1,3,4,2.6,3.5,2.7
1719594,1,2,3,1.86,3.6,4.2
1719858,1,1,2,2.9,3.4,2.45
1719592,0,3,3,3.1,3.4,2.3
1720095,2,2,4,3.2,3.6,2.2
1719649,0,3,3,2.87,3.4,2.45
1719932,1,0,1,2.35,3.6,2.87
1719514,1,0,1,2.2,3.6,3.2
1719340,2,2,4,2.37,3.25,3.1
1719548,1,2,3,2.07,3.5,3.5
1719961,1,2,3,2.87,3.5,2.4
1719909,1,0,1,1.85,3.6,4.2
1719401,2,2,4,3.0,3.4,2.37
1719319,1,1,2,3.0,3.3,2.4
1719809,1,0,1,2.75,3.2,2.7
1719683,2,2,4,2.3,3.4,3.1
1719797,0,2,2,2.15,3.5,3.3
1719993,1,0,1,2.5,3.3,2.8
1719948,1,3,4,2.45,3.4,2.87
1720110,3,1,4,2.15,3.5,3.4
1719682,2,1,3,2.15,3.5,3.3
1719332,3,3,6,1.95,3.6,3.8
1720133,2,1,3,2.15,3.4,3.4
1719522,0,0,0,2.1,3.4,3.6
1720086,1,1,2,2.62,3.3,2.7
1719942,0,0,0,2.02,3.4,3.8
1719952,2,1,3,1.83,3.75,4.33
1720079,2,0,2,2.05,3.5,3.6
1720070,3,3,6,2.37,3.4,3.0
1719298,4,1,5,2.25,3.2,3.4
1719571,1,0,1,2.6,3.2,2.87
1719449,3,2,5,1.95,3.75,3.75
1719476,0,0,0,2.45,3.3,2.9
1719855,2,2,4,2.0,3.5,3.75
1719408,0,2,2,2.25,3.6,3.0
1720096,1,0,1,2.4,3.2,3.1
1719565,1,3,4,2.3,3.5,3.0
1719315,2,1,3,2.62,3.3,2.75
1719832,0,1,1,2.0,3.5,3.75
1719339,0,1,1,2.7,3.4,2.6
1719623,1,2,3,2.75,3.2,2.7
1719388,2,1,3,2.5,3.5,2.75
1719473,0,2,2,2.0,3.5,3.75
1719508,1,0,1,2.3,3.6,3.0
1719853,1,0,1,2.3,3.4,3.1
1719834,1,2,3,2.5,3.5,2.75
1719614,0,0,0,2.0,3.6,3.6
1719636,3,0,3,1.95,3.6,3.8
1720040,1,2,3,2.7,3.4,2.6
1719335,0,1,1,2.37,3.6,2.87
1719285,1,2,3,3.8,3.75,1.93
1719851,2,0,2,2.45,3.5,2.8
1719488,0,1,1,3.0,3.5,2.35
1719706,2,1,3,2.87,3.5,2.4
1719771,2,0,2,2.9,3.25,2.5
1720024,0,0,0,2.4,3.5,2.87
1719433,2,0,2,2.1,3.6,3.3
1719312,0,1,1,2.35,3.3,3.1
1720117,1,1,2,2.5,3.0,3.1
1719750,2,1,3,2.87,3.5,2.4
1719620,1,1,2,2.45,3.5,2.8
1719297,2,0,2,2.1,3.5,3.5
1719322,1,3,4,2.45,3.4,2.9
1719617,0,2,2,3.1,3.4,2.3
1719830,2,0,2,2.37,3.5,2.9
1719598,0,0,0,2.4,3.25,3.1
1719355,1,2,3,2.87,3.2,2.6
1719343,0,1,1,2.9,3.25,2.5
1719487,2,1,3,2.5,3.3,2.8
1719313,1,0,1,2.8,3.3,2.55
1719905,3,0,3,2.25,3.3,3.3
1719362,3,1,4,2.6,3.4,2.7
1719310,1,1,2,2.25,3.5,3.1
1719899,1,1,2,2.07,3.4,3.75
1719960,4,0,4,2.15,3.6,3.25
1719919,0,0,0,2.15,3.6,3.25
1719806,3,0,3,2.05,3.5,3.6
1719607,1,2,3,2.8,3.4,2.5
1719348,1,0,1,2.8,3.4,2.55
1719363,1,1,2,2.3,3.4,3.1
1719745,0,3,3,2.8,3.3,2.55
1719974,0,1,1,2.07,3.5,3.6
1719590,0,0,0,2.7,3.4,2.6
1720196,1,0,1,2.35,3.5,2.9
1720131,0,0,0,2.62,3.3,2.7
1719979,1,1,2,2.35,3.6,2.9
1719996,3,1,4,2.3,3.5,3.1
1720059,0,0,0,2.6,3.4,2.7
1719585,0,2,2,2.7,3.3,2.62
1719671,2,0,2,2.6,3.4,2.7
1719378,2,1,3,2.37,3.4,3.0
1719627,0,1,1,2.1,3.6,3.3
1719610,2,2,4,2.9,3.3,2.45
1719469,1,0,1,2.3,3.2,3.4
1720065,2,1,3,2.4,3.3,3.0
1719279,1,1,2,2.4,3.5,2.87
1719525,3,2,5,2.35,3.3,3.1
1719560,3,0,3,2.5,3.6,2.7
1719373,3,2,5,2.35,3.5,2.9
1720052,0,1,1,3.3,3.5,2.15
