Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1719716,1,1,2,2.7,3.6,2.55
1719688,0,0,0,2.25,3.6,3.1
1719992,2,1,3,2.75,3.5,2.5
1719530,2,1,3,2.25,3.4,3.2
1719862,1,3,4,2.6,3.5,2.7
1719886,2,2,4,2.15,3.4,3.4
1719667,1,2,3,2.35,3.1,3.3
1719375,3,0,3,2.37,3.25,3.1
1719876,2,1,3,3.2,3.5,2.2
1719362,3,1,4,2.6,3.4,2.7
1719953,3,2,5,2.4,3.2,3.1
1719680,0,0,0,1.83,3.75,4.33
1719584,0,2,2,2.4,3.3,3.0
1719650,2,2,4,2.25,3.4,3.2
1720154,0,0,0,2.55,3.3,2.8
1719768,2,1,3,2.37,3.5,2.9
1719671,2,0,2,2.6,3.4,2.7
1719900,1,1,2,2.3,3.5,3.1
1719352,2,2,4,2.62,3.3,2.7
1720017,2,0,2,3.1,3.6,2.2
1719476,0,0,0,2.45,3.3,2.9
1719912,1,3,4,2.6,3.1,2.9
1719909,1,0,1,1.85,3.6,4.2
1719560,3,0,3,2.5,3.6,2.7
1719919,0,0,0,2.15,3.6,3.25
1719890,1,0,1,3.0,3.5,2.35
1719942,0,0,0,2.02,3.4,3.8
1719732,3,0,3,2.87,3.2,2.6
1719675,1,1,2,2.02,3.6,3.6
1719286,0,0,0,2.55,3.4,2.75
1719490,0,1,1,2.0,3.6,3.6
1719436,1,2,3,2.6,3.4,2.7
1719435,2,2,4,2.2,3.25,3.5
1719780,3,0,3,2.07,3.4,3.6
1719329,1,2,3,2.7,3.2,2.75
1719369,2,1,3,3.8,3.75,1.93
1719703,2,1,3,2.7,3.2,2.75
1719669,1,1,2,2.9,3.3,2.45
1719649,0,3,3,2.87,3.4,2.45
1719601,0,2,2,2.3,3.3,3.2
1719333,2,1,3,2.8,3.3,2.55
1719652,1,1,2,2.75,3.2,2.7
1719378,2,1,3,2.37,3.4,3.0
1719830,2,0,2,2.37,3.5,2.9
1720109,1,1,2,2.9,3.3,2.45
1719927,0,1,1,2.35,3.1,3.3
1719617,0,2,2,3.1,3.4,2.3
1719438,1,0,1,2.3,3.5,3.0
1719270,0,1,1,2.75,3.2,2.7
1720219,1,1,2,3.5,3.6,2.05
1719690,0,2,2,3.1,3.5,2.25
1719815,0,2,2,2.5,3.3,2.8
1719855,2,2,4,2.0,3.5,3.75
1719837,1,1,2,2.8,3.5,2.5
1719327,4,0,4,2.75,3.5,2.45
1719567,0,0,0,2.2,3.3,3.4
1720184,0,2,2,2.87,3.6,2.37
1719548,1,2,3,2.07,3.5,3.5
1719956,1,0,1,2.55,3.3,2.8
1720117,1,1,2,2.5,3.0,3.1
1720024,0,0,0,2.4,3.5,2.87
1720198,1,0,1,2.05,3.5,3.6
1719932,1,0,1,2.35,3.6,2.87
1719429,2,2,4,1.95,3.6,3.8
1719646,2,2,4,2.37,3.4,3.0
1719582,2,1,3,2.55,3.25,2.87
1719341,3,0,3,2.3,3.5,3.0
1719300,2,1,3,2.25,3.4,3.2
1719905,3,0,3,2.25,3.3,3.3
1719322,1,3,4,2.45,3.4,2.9
1720086,1,1,2,2.62,3.3,2.7
1719916,0,1,1,1.98,3.5,4.0
1719897,4,0,4,2.35,3.5,2.9
1720119,1,1,2,3.1,3.5,2.3
1719304,2,1,3,1.95,3.6,3.8
1719752,0,1,1,3.3,3.5,2.15
1719746,2,0,2,2.02,3.6,3.6
1719496,1,1,2,2.35,3.4,3.1
1719630,3,1,4,1.85,3.6,4.2
1720189,1,2,3,3.25,3.4,2.25
1719501,1,2,3,3.0,3.3,2.4
1719772,1,2,3,2.3,3.5,3.0
1719974,0,1,1,2.07,3.5,3.6
1719387,4,0,4,2.05,3.4,3.75
1719753,1,0,1,2.4,3.1,3.2
1719744,1,0,1,2.55,3.5,2.7
1719488,0,1,1,3.0,3.5,2.35
1719865,2,0,2,1.95,3.6,3.8
1719685,1,0,1,2.55,3.6,2.62
1720044,0,1,1,2.1,3.5,3.5
1720072,2,4,6,3.0,3.3,2.4
1719847,2,0,2,2.75,3.2,2.7
1720143,3,1,4,2.1,3.5,3.5
1719802,4,0,4,2.62,3.4,2.7
1719454,0,0,0,2.8,3.4,2.5
1719698,0,1,1,2.6,3.5,2.7
1719424,0,0,0,2.3,3.4,3.1
1719612,0,1,1,2.4,3.3,3.0
1719368,2,0,2,2.7,3.1,2.8
1720096,1,0,1,2.4,3.2,3.1
1719948,1,3,4,2.45,3.4,2.87
1719339,0,1,1,2.7,3.4,2.6
1720220,2,0,2,2.05,3.4,3.75
1719273,1,1,2,2.6,3.5,2.7
1719624,1,1,2,2.7,3.4,2.6
1719281,2,2,4,3.1,3.5,2.25
1720087,0,0,0,2.62,3.5,2.55
1719710,1,1,2,3.5,3.75,2.02
1719875,1,1,2,2.62,3.5,2.62
1719487,2,1,3,2.5,3.3,2.8
