Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence,PRED_0,PRED_1,PRED_2,PRED_3,PRED_4,PROBABILIDADE,CONFIDENCE_LEVEL,RECOMMENDED_STAKE,Id da partida.1,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa.1,Gols time contra.1,Gols totais.1,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence.1,Odd Empate.1,Odd Visitante Vence.1,Placar Exato,Odd Placar Exato,Data das odds,HORA,COLUNA,PROBABILIDADE.1,OUTCOME
1720037.0,2.0,0.0,2.0,3.0,3.5,2.35,1.999394590864803,2.3497973100749343,2.9862021444143534,2.326030989839546,3.000440837995222,0.4558680892337536,baixa,5.0,1720103,Euro,2025-05-15,,Geórgia,Itália,1,2,3,3.1,2.3,2.3,3.1,3.1,3.4,2.3,1-2,8.5,,,,0.4466457434287955,2
1720082.0,1.0,1.0,2.0,2.25,3.4,3.25,0.998432578388548,3.249684186940104,2.25471786071609,3.252284712959872,2.250339724036228,0.5653531955790485,baixa,5.0,1720110,Euro,2025-05-15,,Alemanha,Hungria,3,1,4,2.15,3.4,2.15,3.4,2.15,3.5,3.4,3-1,7.5,,,,0.5818215821956236,1
1719445.0,1.0,0.0,1.0,2.37,3.4,3.0,1.999789326461889,2.9999909464485515,2.372547574230532,2.997573132773798,2.370996286230268,0.5422185430463576,baixa,5.0,1720117,Euro,2025-05-15,,Albânia,Eslovênia,1,1,2,3.1,2.5,3.1,2.5,2.5,3.0,3.1,1-1,12.0,,,,0.5366598778004074,2
1719736.0,0.0,0.0,0.0,2.4,3.3,3.0,0.9990223316597908,2.9997918336845117,2.400418141357456,2.999863555451277,2.3997378268779457,0.5395683453237411,baixa,5.0,1720124,Euro,2025-05-15,,Escócia,Polônia,0,1,1,3.0,2.4,3.0,2.4,2.4,3.3,3.0,0-1,8.5,,,,0.5395683453237411,1
1720208.0,0.0,2.0,2.0,2.7,3.2,2.75,0.0029962072131279,2.749191675376478,2.695973994464431,2.7395372089831653,2.700061660750232,0.5032173738186205,baixa,5.0,1720131,Euro,2025-05-15,,Hungria,Dinamarca,0,0,0,2.7,2.62,2.7,2.62,2.62,3.3,2.7,0-0,9.0,,,,0.5053593179049939,0
1719953.0,3.0,2.0,5.0,2.4,3.2,3.1,1.997539616833117,2.3946611962658007,3.099248078569024,2.440812137022784,3.092354076485828,0.5447284345047924,baixa,5.0,1720137,Euro,2025-05-15,,Albânia,Turquia,1,3,4,2.7,2.8,2.7,2.8,2.7,3.1,2.8,1-3,11.0,,,,0.5062982527427874,2
1720087.0,0.0,0.0,0.0,2.62,3.5,2.55,0.9990223316597908,2.550309439204444,2.6162520892928924,2.5408528811748217,2.6179735471450223,0.49505569906360986,baixa,5.0,1720144,Euro,2025-05-15,,Hungria,Suíça,1,0,1,2.75,2.5,2.75,2.5,2.5,3.4,2.75,1-0,7.5,,,,0.5171890798786655,1
1719940.0,1.0,0.0,1.0,2.6,3.5,2.7,1.999789326461889,2.7006705714074912,2.5978069517810183,2.699592819076384,2.598137999180067,0.5068439577630035,baixa,5.0,1720152,Euro,2025-05-15,,Croácia,Alemanha,0,0,0,2.55,2.7,2.55,2.7,2.7,3.5,2.55,0-0,7.0,,,,0.4896080760095012,2
1719335.0,0.0,1.0,1.0,2.37,3.6,2.87,0.0021553891366887,2.871102384427768,2.371360986945912,2.863041541539808,2.3707295893743416,0.5350659824903861,baixa,5.0,1720159,Euro,2025-05-15,,Turquia,Albânia,1,2,3,2.35,3.25,3.25,2.35,2.35,3.1,3.25,1-2,11.0,,,,0.5558055805580557,0
1719954.0,1.0,3.0,4.0,2.6,3.4,2.7,0.004000697189513,2.6006176960252865,2.7017731513618872,2.6105614549528,2.7046743541921905,0.5067891373801916,baixa,5.0,1720166,Euro,2025-05-15,,Áustria,Espanha,2,1,3,2.7,2.55,2.55,2.7,2.7,3.5,2.55,2-1,7.0,,,,0.4896080760095012,0
