Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1720191,2,4,6,2.87,3.2,2.6
1719776,1,2,3,2.7,3.4,2.6
1719727,2,2,4,2.6,3.5,2.7
1719605,1,1,2,2.5,3.3,2.9
1720044,0,1,1,2.1,3.5,3.5
1719510,0,1,1,2.2,3.25,3.5
1719828,0,0,0,2.05,3.4,3.75
1719744,1,0,1,2.55,3.5,2.7
1719610,2,2,4,2.9,3.3,2.45
1719265,3,0,3,2.35,3.4,3.0
1719853,1,0,1,2.3,3.4,3.1
1719860,0,1,1,2.1,3.5,3.5
1719899,1,1,2,2.07,3.4,3.75
1719534,4,2,6,1.95,3.6,3.8
1720218,1,2,3,2.1,3.4,3.5
1719481,2,0,2,2.55,3.25,2.87
1719270,0,1,1,2.75,3.2,2.7
1719948,1,3,4,2.45,3.4,2.87
1720149,2,1,3,2.1,3.6,3.3
1719529,2,1,3,2.45,3.1,3.2
1720117,1,1,2,2.5,3.0,3.1
1719530,2,1,3,2.25,3.4,3.2
1719809,1,0,1,2.75,3.2,2.7
1719549,2,2,4,2.45,3.6,2.75
1719865,2,0,2,1.95,3.6,3.8
1720170,3,1,4,2.5,3.5,2.75
1720033,2,0,2,2.25,3.4,3.25
1719373,3,2,5,2.35,3.5,2.9
1720107,1,0,1,1.98,3.5,4.0
1719354,1,0,1,2.35,3.1,3.25
1720131,0,0,0,2.62,3.3,2.7
1719380,2,2,4,2.62,3.3,2.75
1720154,0,0,0,2.55,3.3,2.8
1719943,4,1,5,2.75,3.5,2.5
1720173,0,1,1,2.62,3.3,2.7
1719968,1,1,2,2.07,3.5,3.5
1719607,1,2,3,2.8,3.4,2.5
1719847,2,0,2,2.75,3.2,2.7
1719472,2,0,2,2.2,3.6,3.1
1719766,0,0,0,2.3,3.4,3.1
1719577,1,0,1,2.4,3.2,3.1
1719403,0,0,0,2.55,3.2,2.9
1719289,0,3,3,2.1,3.6,3.4
1719325,1,1,2,2.6,3.2,2.87
1720219,1,1,2,3.5,3.6,2.05
1719542,1,1,2,2.0,3.6,3.75
1719525,3,2,5,2.35,3.3,3.1
1719732,3,0,3,2.87,3.2,2.6
1720157,2,0,2,2.8,3.3,2.55
1719458,3,2,5,2.9,3.6,2.35
1720002,1,3,4,3.0,3.5,2.35
1720180,1,1,2,2.62,3.4,2.7
1719401,2,2,4,3.0,3.4,2.37
1719982,0,0,0,2.25,3.4,3.25
1720144,1,0,1,2.5,3.4,2.75
1720177,0,3,3,2.3,3.5,3.0
1719286,0,0,0,2.55,3.4,2.75
1719975,1,1,2,2.45,3.5,2.8
1719902,2,2,4,2.05,3.6,3.5
1719683,2,2,4,2.3,3.4,3.1
1720100,1,0,1,2.45,3.3,2.9
1719427,1,0,1,2.15,3.5,3.4
1719677,1,2,3,2.15,3.4,3.5
1719326,4,2,6,3.4,3.5,2.1
1720105,1,1,2,2.0,3.6,3.75
1719796,1,0,1,2.37,3.6,2.87
1719661,2,2,4,2.87,3.2,2.6
1719934,1,0,1,2.05,3.4,3.75
1720058,1,3,4,2.5,3.5,2.75
1719715,0,1,1,2.5,3.2,3.0
1719655,2,3,5,2.3,3.5,3.0
1719585,0,2,2,2.7,3.3,2.62
1719572,3,0,3,2.9,3.3,2.45
1719305,2,2,4,2.15,3.4,3.4
1719570,1,0,1,1.85,3.6,4.2
1719716,1,1,2,2.7,3.6,2.55
1720192,0,2,2,2.45,3.2,3.0
1719873,1,0,1,2.5,3.3,2.9
1719940,1,0,1,2.6,3.5,2.7
1720182,0,2,2,2.3,3.6,3.0
1719771,2,0,2,2.9,3.25,2.5
1719736,0,0,0,2.4,3.3,3.0
1719647,0,3,3,2.75,3.6,2.5
1719832,0,1,1,2.0,3.5,3.75
1720184,0,2,2,2.87,3.6,2.37
1719830,2,0,2,2.37,3.5,2.9
1719818,0,1,1,2.75,3.5,2.45
1719378,2,1,3,2.37,3.4,3.0
1719396,1,3,4,3.0,3.4,2.37
1719886,2,2,4,2.15,3.4,3.4
1719292,0,2,2,2.3,3.5,3.0
1719750,2,1,3,2.87,3.5,2.4
1719996,3,1,4,2.3,3.5,3.1
1719355,1,2,3,2.87,3.2,2.6
1719322,1,3,4,2.45,3.4,2.9
1719433,2,0,2,2.1,3.6,3.3
1719746,2,0,2,2.02,3.6,3.6
1719541,1,2,3,2.2,3.25,3.5
1719952,2,1,3,1.83,3.75,4.33
1719723,1,0,1,2.7,3.1,2.8
1719544,0,0,0,2.2,3.3,3.4
1720133,2,1,3,2.15,3.4,3.4
1719703,2,1,3,2.7,3.2,2.75
1720023,0,2,2,2.0,3.6,3.6
1719392,0,0,0,2.3,3.6,3.0
1719916,0,1,1,1.98,3.5,4.0
1719701,1,1,2,3.3,3.5,2.15
1719786,1,1,2,3.4,3.5,2.1
1720075,3,2,5,2.6,3.5,2.62
1719877,1,1,2,2.5,3.4,2.8
