Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds,HORA,COLUNA,PROBABILIDADE,OUTCOME
1712060,Premier,2025-05-12,1900-01-01 19:36:00,Newcastle,Southampton,3,3,6,2.6,2.7,2.6,2.7,2.6,3.5,2.7,3-3,7.0,2025-05-12 16:07:00,19,36,0.5068439577630035,1
1712064,Premier,2025-05-12,1900-01-01 19:39:00,Leeds,Everton,1,1,2,2.8,2.5,2.8,2.5,2.5,3.3,2.8,1-1,8.5,2025-05-12 16:07:00,19,39,0.5202123315639036,1
1712081,Premier,2025-05-12,1900-01-01 19:45:00,Aston,Islington,0,2,2,2.37,3.0,2.37,3.0,3.0,3.4,2.37,0-2,8.0,2025-05-12 16:07:00,19,45,0.45778145695364236,0
1712084,Premier,2025-05-12,1900-01-01 19:48:00,City,Everton,3,2,5,2.0,3.6,2.0,3.6,2.0,3.6,3.6,3-2,6.5,2025-05-12 16:07:00,19,48,0.6052631578947368,2
1712092,Premier,2025-05-12,1900-01-01 19:51:00,Chelsea,Tottenham,2,0,2,3.0,2.4,3.0,2.4,2.4,3.3,3.0,2-0,8.5,2025-05-12 16:07:00,19,51,0.5395683453237411,2
1712101,Premier,2025-05-12,1900-01-01 19:54:00,Everton,West Ham,0,3,3,2.4,3.0,3.0,2.4,2.4,3.3,3.0,0-3,8.5,2025-05-12 16:07:00,19,54,0.5395683453237411,0
1712105,Premier,2025-05-12,1900-01-01 19:57:00,Watford,Leeds,1,1,2,2.62,2.75,2.62,2.75,2.75,3.25,2.62,1-1,9.0,2025-05-12 16:07:00,19,57,0.49143262698975976,1
1711835,Premier,2025-05-12,1900-01-01 18:00:00,Aston,Southampton,1,0,1,2.75,2.62,2.75,2.62,2.62,3.3,2.75,1-0,8.5,2025-05-12 16:07:00,18,0,0.5086054721977052,2
1711840,Premier,2025-05-12,1900-01-01 18:03:00,Leicester,City,2,2,4,3.1,2.25,3.1,2.25,3.1,3.5,2.25,2-2,7.0,2025-05-12 16:07:00,18,3,0.44212062256809337,1
1711850,Premier,2025-05-12,1900-01-01 18:06:00,Islington,Everton,0,3,3,2.25,3.1,3.1,2.25,2.25,3.5,3.1,0-3,7.0,2025-05-12 16:07:00,18,6,0.5578793774319065,0
1711854,Premier,2025-05-12,1900-01-01 18:09:00,Wolverhampton,Palace,3,2,5,2.15,3.25,2.15,3.25,2.15,3.6,3.25,3-2,6.5,2025-05-12 16:07:00,18,9,0.5749219562955254,2
1711861,Premier,2025-05-12,1900-01-01 18:12:00,Liverpool,Brighton,1,0,1,3.8,1.95,3.8,1.95,1.95,3.75,3.8,1-0,6.5,2025-05-12 16:07:00,18,12,0.6197256018638364,2
1711868,Premier,2025-05-12,1900-01-01 18:15:00,United,Chelsea,1,0,1,3.0,2.3,3.0,2.3,2.3,3.5,3.0,1-0,7.5,2025-05-12 16:07:00,18,15,0.5481335952848724,2
1711875,Premier,2025-05-12,1900-01-01 18:18:00,Wolverhampton,Leeds,0,0,0,3.1,2.3,3.1,2.3,2.3,3.4,3.1,0-0,8.0,2025-05-12 16:07:00,18,18,0.5533542565712045,1
1711882,Premier,2025-05-12,1900-01-01 18:21:00,United,Islington,0,4,4,2.3,3.0,2.3,3.0,2.3,3.5,3.0,0-4,7.5,2025-05-12 16:07:00,18,21,0.5481335952848724,0
1711889,Premier,2025-05-12,1900-01-01 18:24:00,Leicester,Southampton,0,0,0,3.0,2.37,3.0,2.37,2.37,3.3,3.0,0-0,8.5,2025-05-12 16:07:00,18,24,0.5418629938383472,1
1711896,Premier,2025-05-12,1900-01-01 18:27:00,United,Norwich,1,0,1,4.2,1.85,4.2,1.85,1.85,3.6,4.2,1-0,7.5,2025-05-12 16:07:00,18,27,0.6431472081218275,2
1711903,Premier,2025-05-12,1900-01-01 18:30:00,Southampton,Aston,2,1,3,2.3,3.2,3.2,2.3,2.3,3.3,3.2,2-1,8.5,2025-05-12 16:07:00,18,30,0.5582124656997256,2
1711910,Premier,2025-05-12,1900-01-01 18:33:00,Palace,Chelsea,0,0,0,2.35,3.0,2.35,3.0,3.0,3.5,2.35,0-0,7.0,2025-05-12 16:07:00,18,33,0.4558680892337536,1
1711917,Premier,2025-05-12,1900-01-01 18:36:00,Brentford,Brighton,1,3,4,2.35,3.0,2.35,3.0,2.35,3.5,3.0,1-3,7.0,2025-05-12 16:07:00,18,36,0.5441319107662463,0
1711924,Premier,2025-05-12,1900-01-01 18:39:00,Watford,Liverpool,1,1,2,2.3,3.1,2.3,3.1,3.1,3.5,2.3,1-1,7.5,2025-05-12 16:07:00,18,39,0.44621590472531686,1
1711931,Premier,2025-05-12,1900-01-01 18:42:00,Tottenham,Burnley,0,0,0,3.6,2.05,3.6,2.05,2.05,3.5,3.6,0-0,8.0,2025-05-12 16:07:00,18,42,0.5998895231080832,1
1711940,Premier,2025-05-12,1900-01-01 18:45:00,Aston,Newcastle,1,0,1,2.87,2.4,2.87,2.4,2.4,3.5,2.87,1-0,7.0,2025-05-12 16:07:00,18,45,0.5324675324675325,2
1711945,Premier,2025-05-12,1900-01-01 18:48:00,Leicester,West Ham,0,2,2,3.1,2.4,3.1,2.4,2.4,3.25,3.1,0-2,9.0,2025-05-12 16:07:00,18,48,0.5449338336954375,0
1711952,Premier,2025-05-12,1900-01-01 18:51:00,Aston,Norwich,1,1,2,3.1,2.3,3.1,2.3,2.3,3.4,3.1,1-1,8.0,2025-05-12 16:07:00,18,51,0.5533542565712045,1
1711959,Premier,2025-05-12,1900-01-01 18:54:00,Newcastle,Brentford,1,1,2,2.9,2.35,2.9,2.35,2.35,3.5,2.9,1-1,7.0,2025-05-12 16:07:00,18,54,0.5382096069868996,1
1711966,Premier,2025-05-12,1900-01-01 18:57:00,Norwich,Brighton,1,1,2,2.87,2.4,2.87,2.4,2.4,3.6,2.87,1-1,6.5,2025-05-12 16:07:00,18,57,0.5327146171693736,1
1711696,Premier,2025-05-12,1900-01-01 17:00:00,Burnley,Tottenham,0,3,3,3.0,2.37,2.37,3.0,3.0,3.4,2.37,0-3,8.0,2025-05-12 16:07:00,17,0,0.45778145695364236,0
1711700,Premier,2025-05-12,1900-01-01 17:03:00,City,Brentford,0,1,1,4.33,1.83,4.33,1.83,1.83,3.75,4.33,0-1,7.0,2025-05-12 16:07:00,17,3,0.6510931894442671,0
1711707,Premier,2025-05-12,1900-01-01 17:06:00,Southampton,Newcastle,0,1,1,3.1,2.3,3.1,2.3,2.3,3.5,3.1,0-1,7.0,2025-05-12 16:07:00,17,6,0.5537840952746832,0
1711714,Premier,2025-05-12,1900-01-01 17:09:00,Liverpool,Palace,1,0,1,3.6,2.05,3.6,2.05,2.05,3.5,3.6,1-0,7.5,2025-05-12 16:07:00,17,9,0.5998895231080832,2
1711722,Premier,2025-05-12,1900-01-01 17:12:00,Newcastle,City,0,1,1,2.07,3.4,2.07,3.4,3.4,3.75,2.07,0-1,6.0,2025-05-12 16:07:00,17,12,0.4094844013720259,0
1711728,Premier,2025-05-12,1900-01-01 17:15:00,Chelsea,Palace,2,2,4,2.05,3.6,2.05,3.6,2.05,3.5,3.6,2-2,7.5,2025-05-12 16:07:00,17,15,0.5998895231080832,1
1711736,Premier,2025-05-12,1900-01-01 17:18:00,Tottenham,Wolverhampton,0,1,1,3.0,2.37,3.0,2.37,2.37,3.4,3.0,0-1,7.5,2025-05-12 16:07:00,17,18,0.5422185430463576,0
1711747,Premier,2025-05-12,1900-01-01 17:21:00,Watford,City,2,1,3,3.5,2.05,2.05,3.5,3.5,3.6,2.05,2-1,7.0,2025-05-12 16:07:00,17,21,0.40388510403240657,2
1711748,Premier,2025-05-12,1900-01-01 17:24:00,Islington,Leeds,3,0,3,2.2,3.4,3.4,2.2,2.2,3.3,3.4,3-0,9.0,2025-05-12 16:07:00,17,24,0.576271186440678,2
1711756,Premier,2025-05-12,1900-01-01 17:27:00,West Ham,Leicester,3,1,4,2.55,2.87,2.55,2.87,2.55,3.25,2.87,3-1,9.0,2025-05-12 16:07:00,17,27,0.520855475565003,2
1711763,Premier,2025-05-12,1900-01-01 17:30:00,Palace,Liverpool,2,2,4,3.0,2.35,3.0,2.35,3.0,3.5,2.35,2-2,7.0,2025-05-12 16:07:00,17,30,0.4558680892337536,1
1711772,Premier,2025-05-12,1900-01-01 17:33:00,Tottenham,Aston,2,1,3,2.1,3.6,3.6,2.1,2.1,3.3,3.6,2-1,9.0,2025-05-12 16:07:00,17,33,0.5938566552901022,2
1711776,Premier,2025-05-12,1900-01-01 17:36:00,Everton,Brighton,2,2,4,2.1,3.4,2.1,3.4,2.1,3.6,3.4,2-2,6.5,2025-05-12 16:07:00,17,36,0.5868596881959911,1
1711786,Premier,2025-05-12,1900-01-01 17:39:00,Burnley,Leicester,1,1,2,2.5,2.75,2.5,2.75,2.75,3.5,2.5,1-1,7.0,2025-05-12 16:07:00,17,39,0.48267326732673277,1
1711791,Premier,2025-05-12,1900-01-01 17:42:00,Tottenham,City,0,2,2,2.45,2.9,2.45,2.9,2.9,3.4,2.45,0-2,7.5,2025-05-12 16:07:00,17,42,0.4697568689464321,0
1711798,Premier,2025-05-12,1900-01-01 17:45:00,Islington,Brighton,1,0,1,3.8,1.95,3.8,1.95,1.95,3.75,3.8,1-0,6.5,2025-05-12 16:07:00,17,45,0.6197256018638364,2
1711807,Premier,2025-05-12,1900-01-01 17:48:00,Burnley,Everton,0,0,0,2.5,2.75,2.5,2.75,2.75,3.5,2.5,0-0,6.5,2025-05-12 16:07:00,17,48,0.48267326732673277,1
1711814,Premier,2025-05-12,1900-01-01 17:51:00,Brentford,Chelsea,1,0,1,2.3,3.1,2.3,3.1,3.1,3.5,2.3,1-0,7.5,2025-05-12 16:07:00,17,51,0.44621590472531686,2
1711819,Premier,2025-05-12,1900-01-01 17:54:00,Islington,Norwich,2,1,3,1.95,3.8,3.8,1.95,1.95,3.6,3.8,2-1,7.5,2025-05-12 16:07:00,17,54,0.6184631803628603,2
1711828,Premier,2025-05-12,1900-01-01 17:57:00,Chelsea,West Ham,2,1,3,2.2,3.4,3.4,2.2,2.2,3.3,3.4,2-1,9.0,2025-05-12 16:07:00,17,57,0.576271186440678,2
1711553,Premier,2025-05-12,1900-01-01 16:00:00,Palace,Islington,4,3,7,3.0,2.35,3.0,2.35,3.0,3.5,2.35,4-3,7.0,2025-05-12 16:07:00,16,0,0.4558680892337536,2
1711560,Premier,2025-05-12,1900-01-01 16:03:00,Aston,Chelsea,0,2,2,2.37,3.0,2.37,3.0,3.0,3.4,2.37,0-2,8.0,2025-05-12 16:07:00,16,3,0.45778145695364236,0
1711567,Premier,2025-05-12,1900-01-01 16:06:00,Wolverhampton,West Ham,1,2,3,2.3,3.1,3.1,2.3,2.3,3.4,3.1,1-2,8.0,2025-05-12 16:07:00,16,6,0.5533542565712045,0
1711577,Premier,2025-05-12,1900-01-01 16:09:00,Norwich,Aston,1,1,2,2.7,2.6,2.7,2.6,2.6,3.4,2.7,1-1,8.0,2025-05-12 16:07:00,16,9,0.5067891373801916,1
1711581,Premier,2025-05-12,1900-01-01 16:12:00,Tottenham,United,3,0,3,2.7,2.62,2.62,2.7,2.7,3.3,2.62,3-0,8.5,2025-05-12 16:07:00,16,12,0.49464068209500606,2
1711588,Premier,2025-05-12,1900-01-01 16:15:00,West Ham,Aston,4,1,5,2.3,3.25,2.3,3.25,2.3,3.25,3.25,4-1,10.0,2025-05-12 16:07:00,16,15,0.5605095541401274,2
1711595,Premier,2025-05-12,1900-01-01 16:18:00,Norwich,Liverpool,1,0,1,2.2,3.2,2.2,3.2,3.2,3.5,2.2,1-0,7.0,2025-05-12 16:07:00,16,18,0.43253662297609874,2
1711602,Premier,2025-05-12,1900-01-01 16:21:00,Wolverhampton,Leicester,1,0,1,2.9,2.37,2.9,2.37,2.37,3.5,2.9,1-0,7.0,2025-05-12 16:07:00,16,21,0.5366340153250652,2
1711609,Premier,2025-05-12,1900-01-01 16:24:00,Palace,Brentford,1,1,2,3.0,2.35,3.0,2.35,2.35,3.4,3.0,1-1,7.5,2025-05-12 16:07:00,16,24,0.5437797147385103,1
1711617,Premier,2025-05-12,1900-01-01 16:27:00,Wolverhampton,United,1,0,1,2.45,2.75,2.45,2.75,2.75,3.5,2.45,1-0,6.5,2025-05-12 16:07:00,16,27,0.4789473684210527,2
1711623,Premier,2025-05-12,1900-01-01 16:30:00,Aston,Leicester,2,4,6,2.7,2.62,2.7,2.62,2.7,3.3,2.62,2-4,8.5,2025-05-12 16:07:00,16,30,0.49464068209500606,0
1711630,Premier,2025-05-12,1900-01-01 16:33:00,Chelsea,Southampton,1,4,5,2.2,3.3,2.2,3.3,2.2,3.4,3.3,1-4,8.0,2025-05-12 16:07:00,16,33,0.5720338983050847,0
1711638,Premier,2025-05-12,1900-01-01 16:36:00,Norwich,Newcastle,2,0,2,2.62,2.55,2.62,2.55,2.55,3.6,2.62,2-0,6.5,2025-05-12 16:07:00,16,36,0.50498161546673,2
1711644,Premier,2025-05-12,1900-01-01 16:39:00,Liverpool,Wolverhampton,2,0,2,3.0,2.3,3.0,2.3,2.3,3.6,3.0,2-0,6.5,2025-05-12 16:07:00,16,39,0.548498845265589,2
1711651,Premier,2025-05-12,1900-01-01 16:42:00,Watford,United,2,0,2,2.15,3.3,2.15,3.3,3.3,3.5,2.15,2-0,7.5,2025-05-12 16:07:00,16,42,0.423098968284295,2
1711658,Premier,2025-05-12,1900-01-01 16:45:00,Chelsea,Brentford,3,1,4,2.0,3.75,2.0,3.75,2.0,3.5,3.75,3-1,7.5,2025-05-12 16:07:00,16,45,0.6108597285067873,2
1711674,Premier,2025-05-12,1900-01-01 16:51:00,Watford,Burnley,1,2,3,2.4,2.87,2.87,2.4,2.4,3.5,2.87,1-2,7.0,2025-05-12 16:07:00,16,51,0.5324675324675325,0
1711679,Premier,2025-05-12,1900-01-01 16:54:00,West Ham,Norwich,1,1,2,3.4,2.15,3.4,2.15,2.15,3.4,3.4,1-1,8.5,2025-05-12 16:07:00,16,54,0.5811688311688311,1
1711685,Premier,2025-05-12,1900-01-01 16:57:00,Leeds,Watford,0,1,1,3.3,2.25,3.3,2.25,2.25,3.3,3.3,0-1,9.0,2025-05-12 16:07:00,16,57,0.5673076923076923,0
1711413,Premier,2025-05-12,1900-01-01 15:00:00,City,Newcastle,1,1,2,4.0,1.86,4.0,1.86,1.86,3.8,4.0,1-1,6.0,2025-05-12 16:07:00,15,0,0.6368654907768951,1
1711420,Premier,2025-05-12,1900-01-01 15:03:00,Aston,United,0,1,1,2.25,3.25,2.25,3.25,3.25,3.4,2.25,0-1,8.0,2025-05-12 16:07:00,15,3,0.4346468044209515,0
1711427,Premier,2025-05-12,1900-01-01 15:06:00,Newcastle,Leeds,1,0,1,2.7,2.62,2.7,2.62,2.62,3.4,2.7,1-0,8.0,2025-05-12 16:07:00,15,6,0.505404975757094,2
1711434,Premier,2025-05-12,1900-01-01 15:09:00,Everton,Wolverhampton,2,0,2,2.7,2.5,2.7,2.5,2.5,3.6,2.7,2-0,6.5,2025-05-12 16:07:00,15,9,0.5141342756183745,2
1711441,Premier,2025-05-12,1900-01-01 15:12:00,Islington,Brentford,1,1,2,3.75,2.0,3.75,2.0,2.0,3.5,3.75,1-1,7.5,2025-05-12 16:07:00,15,12,0.6108597285067873,1
1711448,Premier,2025-05-12,1900-01-01 15:15:00,West Ham,Brighton,1,0,1,3.4,2.15,3.4,2.15,2.15,3.4,3.4,1-0,8.0,2025-05-12 16:07:00,15,15,0.5811688311688311,2
1711455,Premier,2025-05-12,1900-01-01 15:18:00,Burnley,Norwich,1,1,2,2.9,2.35,2.9,2.35,2.35,3.5,2.9,1-1,7.0,2025-05-12 16:07:00,15,18,0.5382096069868996,1
1711462,Premier,2025-05-12,1900-01-01 15:21:00,Tottenham,Southampton,0,0,0,3.3,2.25,3.3,2.25,2.25,3.3,3.3,0-0,9.0,2025-05-12 16:07:00,15,21,0.5673076923076923,1
1711469,Premier,2025-05-12,1900-01-01 15:24:00,Liverpool,Chelsea,0,3,3,2.45,2.8,2.8,2.45,2.45,3.5,2.8,0-3,7.5,2025-05-12 16:07:00,15,24,0.5242718446601942,0
1711478,Premier,2025-05-12,1900-01-01 15:27:00,Norwich,Burnley,0,2,2,2.75,2.5,2.75,2.5,2.5,3.5,2.75,0-2,7.0,2025-05-12 16:07:00,15,27,0.5173267326732675,0
1711483,Premier,2025-05-12,1900-01-01 15:30:00,City,Southampton,2,3,5,1.95,3.8,1.95,3.8,1.95,3.6,3.8,2-3,7.5,2025-05-12 16:07:00,15,30,0.6184631803628603,0
1711490,Premier,2025-05-12,1900-01-01 15:33:00,Liverpool,Leicester,1,0,1,3.2,2.25,3.2,2.25,2.25,3.4,3.2,1-0,7.5,2025-05-12 16:07:00,15,33,0.5627671978235522,2
1711497,Premier,2025-05-12,1900-01-01 15:36:00,Watford,Aston,3,1,4,2.5,2.8,2.5,2.8,2.5,3.3,2.8,3-1,8.5,2025-05-12 16:07:00,15,36,0.5202123315639036,2
1711504,Premier,2025-05-12,1900-01-01 15:39:00,Brentford,West Ham,1,2,3,2.75,2.62,2.62,2.75,2.75,3.25,2.62,1-2,9.0,2025-05-12 16:07:00,15,39,0.49143262698975976,0
1711511,Premier,2025-05-12,1900-01-01 15:42:00,Islington,Liverpool,0,1,1,2.8,2.45,2.8,2.45,2.45,3.5,2.8,0-1,7.5,2025-05-12 16:07:00,15,42,0.5242718446601942,0
1711518,Premier,2025-05-12,1900-01-01 15:45:00,Newcastle,Wolverhampton,1,1,2,2.45,2.7,2.45,2.7,2.7,3.6,2.45,1-1,6.0,2025-05-12 16:07:00,15,45,0.48211091234347053,1
1711525,Premier,2025-05-12,1900-01-01 15:48:00,Leicester,Watford,0,3,3,2.15,3.4,3.4,2.15,2.15,3.4,3.4,0-3,8.0,2025-05-12 16:07:00,15,48,0.5811688311688311,0
1711532,Premier,2025-05-12,1900-01-01 15:51:00,United,Southampton,0,0,0,3.6,2.07,3.6,2.07,2.07,3.5,3.6,0-0,8.0,2025-05-12 16:07:00,15,51,0.5980877019452687,1
1711542,Premier,2025-05-12,1900-01-01 15:54:00,Liverpool,Watford,0,2,2,3.75,2.0,3.75,2.0,2.0,3.5,3.75,0-2,7.5,2025-05-12 16:07:00,15,54,0.6108597285067873,0
1711546,Premier,2025-05-12,1900-01-01 15:57:00,Leeds,Brighton,3,2,5,2.15,3.4,2.15,3.4,2.15,3.4,3.4,3-2,8.0,2025-05-12 16:07:00,15,57,0.5811688311688311,2
1711274,Premier,2025-05-12,1900-01-01 14:00:00,Tottenham,Brentford,1,0,1,3.75,2.05,3.75,2.05,2.05,3.4,3.75,1-0,9.0,2025-05-12 16:07:00,14,0,0.6054455897108456,2
1711280,Premier,2025-05-12,1900-01-01 14:03:00,Brighton,United,1,4,5,3.4,2.07,3.4,2.07,3.4,3.6,2.07,1-4,6.5,2025-05-12 16:07:00,14,3,0.41043771043771043,0
1711287,Premier,2025-05-12,1900-01-01 14:06:00,Watford,Everton,1,2,3,2.75,2.5,2.5,2.75,2.75,3.5,2.5,1-2,7.0,2025-05-12 16:07:00,14,6,0.48267326732673277,0
1711294,Premier,2025-05-12,1900-01-01 14:09:00,Leicester,Brentford,0,1,1,3.4,2.15,3.4,2.15,2.15,3.4,3.4,0-1,8.0,2025-05-12 16:07:00,14,9,0.5811688311688311,0
1711301,Premier,2025-05-12,1900-01-01 14:12:00,Liverpool,Leeds,0,2,2,3.4,2.2,3.4,2.2,2.2,3.3,3.4,0-2,9.0,2025-05-12 16:07:00,14,12,0.576271186440678,0
1711308,Premier,2025-05-12,1900-01-01 14:15:00,Everton,Southampton,0,1,1,3.0,2.37,3.0,2.37,2.37,3.4,3.0,0-1,7.5,2025-05-12 16:07:00,14,15,0.5422185430463576,0
1711318,Premier,2025-05-12,1900-01-01 14:18:00,Burnley,West Ham,1,1,2,2.62,2.7,2.62,2.7,2.7,3.3,2.62,1-1,8.5,2025-05-12 16:07:00,14,18,0.49464068209500606,1
1711322,Premier,2025-05-12,1900-01-01 14:21:00,City,Aston,1,2,3,1.86,4.2,4.2,1.86,1.86,3.6,4.2,1-2,7.5,2025-05-12 16:07:00,14,21,0.6421628189550425,0
1711329,Premier,2025-05-12,1900-01-01 14:24:00,Liverpool,Newcastle,3,0,3,2.05,3.5,3.5,2.05,2.05,3.6,3.5,3-0,6.5,2025-05-12 16:07:00,14,24,0.5961148959675934,2
1711336,Premier,2025-05-12,1900-01-01 14:27:00,United,Palace,4,0,4,1.95,3.8,1.95,3.8,1.95,3.6,3.8,4-0,7.5,2025-05-12 16:07:00,14,27,0.6184631803628603,2
1711343,Premier,2025-05-12,1900-01-01 14:30:00,Newcastle,Aston,2,0,2,2.87,2.45,2.87,2.45,2.45,3.5,2.87,2-0,7.0,2025-05-12 16:07:00,14,30,0.5286532951289398,2
1711350,Premier,2025-05-12,1900-01-01 14:33:00,Watford,Tottenham,2,3,5,3.0,2.4,3.0,2.4,3.0,3.3,2.4,2-3,8.5,2025-05-12 16:07:00,14,33,0.460431654676259,0
1711357,Premier,2025-05-12,1900-01-01 14:36:00,West Ham,United,1,0,1,2.4,3.0,2.4,3.0,3.0,3.3,2.4,1-0,8.5,2025-05-12 16:07:00,14,36,0.460431654676259,2
1711364,Premier,2025-05-12,1900-01-01 14:39:00,Southampton,Norwich,0,0,0,3.4,2.15,3.4,2.15,2.15,3.4,3.4,0-0,8.0,2025-05-12 16:07:00,14,39,0.5811688311688311,1
1711371,Premier,2025-05-12,1900-01-01 14:42:00,Palace,Aston,1,0,1,2.9,2.45,2.9,2.45,2.45,3.4,2.9,1-0,8.0,2025-05-12 16:07:00,14,42,0.5302431310535678,2
1711377,Premier,2025-05-12,1900-01-01 14:45:00,Southampton,City,2,1,3,3.2,2.2,2.2,3.2,3.2,3.5,2.2,2-1,7.0,2025-05-12 16:07:00,14,45,0.43253662297609874,2
1711385,Premier,2025-05-12,1900-01-01 14:48:00,Tottenham,Islington,2,2,4,2.55,2.8,2.55,2.8,2.55,3.3,2.8,2-2,8.5,2025-05-12 16:07:00,14,48,0.5166364186327888,1
1711392,Premier,2025-05-12,1900-01-01 14:51:00,Watford,Newcastle,1,0,1,2.75,2.5,2.75,2.5,2.5,3.5,2.75,1-0,7.0,2025-05-12 16:07:00,14,51,0.5173267326732675,2
1711399,Premier,2025-05-12,1900-01-01 14:54:00,Tottenham,Leeds,3,0,3,2.25,3.4,3.4,2.25,2.25,3.2,3.4,3-0,10.0,2025-05-12 16:07:00,14,54,0.5715118538670811,2
1711406,Premier,2025-05-12,1900-01-01 14:57:00,Everton,Chelsea,1,2,3,2.7,2.55,2.55,2.7,2.7,3.5,2.55,1-2,7.0,2025-05-12 16:07:00,14,57,0.4896080760095012,0
1712119,Super,2025-05-12,1900-01-01 20:01:00,Guayaquil,La Plata,0,2,2,2.62,2.7,2.62,2.7,2.7,3.3,2.62,0-2,8.5,2025-05-12 16:09:00,20,1,0.49464068209500606,0
1712123,Super,2025-05-12,1900-01-01 20:04:00,Agua Branca,Quito,0,0,0,3.6,2.05,3.6,2.05,2.05,3.5,3.6,0-0,7.5,2025-05-12 16:09:00,20,4,0.5998895231080832,1
1712130,Super,2025-05-12,1900-01-01 20:07:00,Belo Horizonte,Bogota,2,0,2,4.0,1.98,4.0,1.98,1.98,3.5,4.0,2-0,8.0,2025-05-12 16:09:00,20,7,0.6225303292894282,2
1711978,Super,2025-05-12,1900-01-01 19:01:00,Rio de Janeiro,Medellin,3,0,3,1.95,4.0,4.0,1.95,1.95,3.5,4.0,3-0,8.0,2025-05-12 16:09:00,19,1,0.6253275109170306,2
1711982,Super,2025-05-12,1900-01-01 19:04:00,Bogota,La Plata,2,1,3,2.7,2.8,2.8,2.7,2.7,3.1,2.8,2-1,11.0,2025-05-12 16:09:00,19,4,0.5062982527427874,2
1711990,Super,2025-05-12,1900-01-01 19:07:00,Rio de Janeiro,Asuncion,0,0,0,4.0,1.9,4.0,1.9,1.9,3.6,4.0,0-0,7.5,2025-05-12 16:09:00,19,7,0.6310679611650486,1
1711996,Super,2025-05-12,1900-01-01 19:10:00,Montevideo,La Plata,0,2,2,2.45,2.9,2.45,2.9,2.9,3.3,2.45,0-2,8.5,2025-05-12 16:09:00,19,10,0.47001211631663975,0
1712004,Super,2025-05-12,1900-01-01 19:13:00,Santos,Buenos Aires,1,2,3,2.6,2.7,2.7,2.6,2.6,3.5,2.7,1-2,7.0,2025-05-12 16:09:00,19,13,0.5068439577630035,0
1712010,Super,2025-05-12,1900-01-01 19:16:00,Lima,Itaquera,0,3,3,3.2,2.2,2.2,3.2,3.2,3.5,2.2,0-3,7.0,2025-05-12 16:09:00,19,16,0.43253662297609874,0
1712016,Super,2025-05-12,1900-01-01 19:19:00,Medellin,Buenos Aires,0,1,1,2.35,3.0,2.35,3.0,3.0,3.5,2.35,0-1,7.0,2025-05-12 16:09:00,19,19,0.4558680892337536,0
1712024,Super,2025-05-12,1900-01-01 19:22:00,Sao Paulo,La Boca,1,2,3,2.62,2.62,2.62,2.62,2.62,3.5,2.62,1-2,7.5,2025-05-12 16:09:00,19,22,0.5,0
1712033,Super,2025-05-12,1900-01-01 19:25:00,Itaquera,Medellin,1,0,1,3.5,2.1,3.5,2.1,2.1,3.4,3.5,1-0,8.5,2025-05-12 16:09:00,19,25,0.590185676392573,2
1712039,Super,2025-05-12,1900-01-01 19:28:00,Santiago,Sao Paulo,1,0,1,2.3,2.9,2.3,2.9,2.9,3.6,2.3,1-0,6.0,2025-05-12 16:09:00,19,28,0.45746356833398977,2
1712045,Super,2025-05-12,1900-01-01 19:31:00,Guayaquil,Lima,1,1,2,3.25,2.15,3.25,2.15,2.15,3.6,3.25,1-1,6.5,2025-05-12 16:09:00,19,31,0.5749219562955254,1
1712052,Super,2025-05-12,1900-01-01 19:34:00,Belo Horizonte,Montevideo,3,1,4,1.83,4.2,1.83,4.2,1.83,3.8,4.2,3-1,6.5,2025-05-12 16:09:00,19,34,0.647156862745098,2
1712059,Super,2025-05-12,1900-01-01 19:37:00,Agua Branca,Rio de Janeiro,0,1,1,2.7,2.55,2.7,2.55,2.55,3.5,2.7,0-1,7.0,2025-05-12 16:09:00,19,37,0.5103919239904988,0
1712067,Super,2025-05-12,1900-01-01 19:40:00,Guayaquil,Medellin,1,0,1,3.0,2.37,3.0,2.37,2.37,3.4,3.0,1-0,7.5,2025-05-12 16:09:00,19,40,0.5422185430463576,2
1712073,Super,2025-05-12,1900-01-01 19:43:00,Santiago,La Plata,4,1,5,3.0,2.37,3.0,2.37,3.0,3.4,2.37,4-1,8.0,2025-05-12 16:09:00,19,43,0.45778145695364236,2
1712079,Super,2025-05-12,1900-01-01 19:46:00,La Boca,Agua Branca,3,2,5,2.55,2.75,2.55,2.75,2.55,3.4,2.75,3-2,7.5,2025-05-12 16:09:00,19,46,0.5135823429541597,2
1712088,Super,2025-05-12,1900-01-01 19:49:00,Itaquera,Rio de Janeiro,0,2,2,2.6,2.7,2.6,2.7,2.7,3.4,2.6,0-2,7.5,2025-05-12 16:09:00,19,49,0.49321086261980834,0
1712094,Super,2025-05-12,1900-01-01 19:52:00,Buenos Aires,Guayaquil,0,2,2,3.3,2.1,3.3,2.1,2.1,3.6,3.3,0-2,6.5,2025-05-12 16:09:00,19,52,0.5819112627986349,0
1712100,Super,2025-05-12,1900-01-01 19:55:00,Asuncion,Quito,2,1,3,2.6,2.7,2.7,2.6,2.6,3.4,2.7,2-1,8.0,2025-05-12 16:09:00,19,55,0.5067891373801916,2
