Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1719688,0,0,0,2.25,3.6,3.1
1720200,2,0,2,2.3,3.5,3.0
1719816,2,3,5,2.25,3.5,3.1
1719683,2,2,4,2.3,3.4,3.1
1719876,2,1,3,3.2,3.5,2.2
1719362,3,1,4,2.6,3.4,2.7
1719384,1,0,1,2.05,3.5,3.6
1719429,2,2,4,1.95,3.6,3.8
1719548,1,2,3,2.07,3.5,3.5
1719627,0,1,1,2.1,3.6,3.3
1719837,1,1,2,2.8,3.5,2.5
1719310,1,1,2,2.25,3.5,3.1
1719722,1,3,4,3.0,3.5,2.3
1719319,1,1,2,3.0,3.3,2.4
1719771,2,0,2,2.9,3.25,2.5
1719366,1,1,2,2.25,3.2,3.4
1719673,1,2,3,2.62,3.4,2.7
1719889,2,0,2,2.05,3.4,3.75
1720180,1,1,2,2.62,3.4,2.7
1719939,1,1,2,3.0,3.3,2.4
1719578,0,0,0,2.37,3.5,2.9
1719532,0,1,1,2.4,3.2,3.1
1719478,2,2,4,3.6,3.75,1.98
1720157,2,0,2,2.8,3.3,2.55
1719946,2,0,2,2.8,3.3,2.55
1719527,0,0,0,3.0,3.6,2.25
1720030,2,3,5,3.1,3.4,2.3
1719885,2,1,3,2.2,3.6,3.2
1719977,0,4,4,2.35,3.4,3.1
1719605,1,1,2,2.5,3.3,2.9
1720150,0,0,0,1.9,3.6,4.0
1719904,2,1,3,2.6,3.5,2.62
1719979,1,1,2,2.35,3.6,2.9
1719413,0,0,0,2.25,3.6,3.1
1719897,4,0,4,2.35,3.5,2.9
1719312,0,1,1,2.35,3.3,3.1
1719609,2,0,2,2.7,3.4,2.6
1720137,1,3,4,2.7,3.1,2.8
1719659,0,1,1,2.15,3.6,3.25
1719411,4,2,6,2.7,3.3,2.62
1719778,0,2,2,3.25,3.4,2.25
1720045,0,2,2,2.25,3.5,3.2
1719935,0,0,0,2.37,3.3,3.0
1719599,0,1,1,2.7,3.6,2.55
1720089,2,2,4,2.8,3.4,2.5
1719967,0,1,1,2.37,3.4,3.0
1719417,1,2,3,2.6,3.5,2.62
1719469,1,0,1,2.3,3.2,3.4
1719472,2,0,2,2.2,3.6,3.1
1719774,0,3,3,2.7,3.4,2.6
1719354,1,0,1,2.35,3.1,3.25
1719590,0,0,0,2.7,3.4,2.6
1719610,2,2,4,2.9,3.3,2.45
1720140,0,2,2,2.25,3.5,3.2
1719834,1,2,3,2.5,3.5,2.75
1719263,0,2,2,1.76,3.8,4.33
1719646,2,2,4,2.37,3.4,3.0
1719451,1,0,1,2.1,3.6,3.4
1719916,0,1,1,1.98,3.5,4.0
1719802,4,0,4,2.62,3.4,2.7
1720051,0,2,2,2.35,3.4,3.0
1719661,2,2,4,2.87,3.2,2.6
1719942,0,0,0,2.02,3.4,3.8
1719643,0,1,1,2.05,3.4,3.75
1719827,1,0,1,2.6,3.5,2.7
1720138,2,0,2,3.0,3.3,2.4
1719581,0,0,0,2.7,3.3,2.62
1719350,1,0,1,2.62,3.3,2.75
1719380,2,2,4,2.62,3.3,2.75
1719919,0,0,0,2.15,3.6,3.25
1719988,1,2,3,2.2,3.3,3.4
1719468,2,1,3,2.87,3.4,2.45
1719563,1,0,1,2.25,3.4,3.25
1719269,0,1,1,2.25,3.3,3.3
1719447,0,1,1,2.55,3.3,2.8
1719679,2,1,3,2.6,3.5,2.7
1720107,1,0,1,1.98,3.5,4.0
1719680,0,0,0,1.83,3.75,4.33
1719675,1,1,2,2.02,3.6,3.6
1719260,0,0,0,2.05,3.6,3.5
1719273,1,1,2,2.6,3.5,2.7
1719519,1,2,3,2.02,3.4,3.8
1719632,3,1,4,2.55,3.5,2.62
1719650,2,2,4,2.25,3.4,3.2
1719452,2,0,2,2.35,3.4,3.0
1719313,1,0,1,2.8,3.3,2.55
1720164,1,2,3,2.37,3.6,2.87
1719363,1,1,2,2.3,3.4,3.1
1720121,0,0,0,3.3,3.5,2.15
1719382,0,0,0,2.4,3.3,3.0
1719292,0,2,2,2.3,3.5,3.0
1719823,4,1,5,2.45,3.1,3.2
1719986,1,1,2,2.4,3.3,3.0
1719868,0,1,1,2.45,3.2,3.0
1720226,1,2,3,3.4,3.5,2.1
1719339,0,1,1,2.7,3.4,2.6
1719975,1,1,2,2.45,3.5,2.8
1719373,3,2,5,2.35,3.5,2.9
1719556,2,0,2,2.15,3.5,3.3
1719465,4,1,5,1.72,3.8,4.75
1719568,1,1,2,2.4,3.25,3.1
1719549,2,2,4,2.45,3.6,2.75
1719406,0,0,0,2.4,3.25,3.1
1719483,2,1,3,2.0,3.6,3.6
1720189,1,2,3,3.25,3.4,2.25
1720109,1,1,2,2.9,3.3,2.45
1719914,0,4,4,2.3,3.6,2.9
1719546,1,1,2,2.5,3.5,2.75
1719723,1,0,1,2.7,3.1,2.8
1719376,2,2,4,2.3,3.6,3.0
