Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1720037,2,0,2,3.0,3.5,2.35
1720082,1,1,2,2.25,3.4,3.25
1719445,1,0,1,2.37,3.4,3.0
1719736,0,0,0,2.4,3.3,3.0
1720208,0,2,2,2.7,3.2,2.75
1719953,3,2,5,2.4,3.2,3.1
1720087,0,0,0,2.62,3.5,2.55
1719940,1,0,1,2.6,3.5,2.7
1719335,0,1,1,2.37,3.6,2.87
1719954,1,3,4,2.6,3.4,2.7
1719294,1,2,3,1.95,3.6,3.8
1719889,2,0,2,2.05,3.4,3.75
1719897,4,0,4,2.35,3.5,2.9
1719549,2,2,4,2.45,3.6,2.75
1719680,0,0,0,1.83,3.75,4.33
1719914,0,4,4,2.3,3.6,2.9
1719807,0,3,3,2.1,3.6,3.4
1719631,2,0,2,2.62,3.2,2.75
1719624,1,1,2,2.7,3.4,2.6
1719312,0,1,1,2.35,3.3,3.1
1719350,1,0,1,2.62,3.3,2.75
1720200,2,0,2,2.3,3.5,3.0
1719713,0,0,0,2.2,3.3,3.4
1719855,2,2,4,2.0,3.5,3.75
1720148,1,2,3,3.1,3.4,2.3
1719786,1,1,2,3.4,3.5,2.1
1719655,2,3,5,2.3,3.5,3.0
1719369,2,1,3,3.8,3.75,1.93
1719865,2,0,2,1.95,3.6,3.8
1719523,0,0,0,3.1,3.5,2.3
1720061,0,2,2,2.8,3.4,2.5
1720222,2,1,3,2.7,3.3,2.62
1719820,1,3,4,2.62,3.5,2.6
1719614,0,0,0,2.0,3.6,3.6
1719441,4,2,6,2.9,3.25,2.5
1719895,2,2,4,2.2,3.5,3.2
1719894,2,0,2,2.75,3.25,2.62
1720114,0,2,2,1.95,3.6,3.8
1719752,0,1,1,3.3,3.5,2.15
1719646,2,2,4,2.37,3.4,3.0
1719375,3,0,3,2.37,3.25,3.1
1719790,2,1,3,2.15,3.5,3.3
1719297,2,0,2,2.1,3.5,3.5
1719649,0,3,3,2.87,3.4,2.45
1719806,3,0,3,2.05,3.5,3.6
1719696,2,1,3,2.8,3.5,2.5
1719796,1,0,1,2.37,3.6,2.87
1720218,1,2,3,2.1,3.4,3.5
1719788,0,1,1,2.3,3.4,3.1
1720171,0,1,1,2.87,3.4,2.45
1719555,2,1,3,3.2,3.6,2.2
1720154,0,0,0,2.55,3.3,2.8
1720072,2,4,6,3.0,3.3,2.4
1719548,1,2,3,2.07,3.5,3.5
1719433,2,0,2,2.1,3.6,3.3
1720122,0,0,0,1.9,3.6,4.0
1719302,2,1,3,2.55,3.3,2.8
1719973,1,0,1,2.87,3.5,2.4
1719774,0,3,3,2.7,3.4,2.6
1720194,0,0,0,2.6,3.5,2.62
1719899,1,1,2,2.07,3.4,3.75
1719760,0,1,1,2.2,3.5,3.3
1719515,1,1,2,1.98,3.5,3.8
1720068,1,2,3,2.7,3.2,2.75
1720121,0,0,0,3.3,3.5,2.15
1719341,3,0,3,2.3,3.5,3.0
1719388,2,1,3,2.5,3.5,2.75
1719804,1,3,4,3.1,3.5,2.3
1719780,3,0,3,2.07,3.4,3.6
1720031,3,4,7,2.7,3.5,2.55
1719813,0,2,2,2.4,3.5,2.87
1719333,2,1,3,2.8,3.3,2.55
1719943,4,1,5,2.75,3.5,2.5
1720203,0,0,0,2.25,3.6,3.0
1719771,2,0,2,2.9,3.25,2.5
1719677,1,2,3,2.15,3.4,3.5
1719716,1,1,2,2.7,3.6,2.55
1719556,2,0,2,2.15,3.5,3.3
1719673,1,2,3,2.62,3.4,2.7
1720052,0,1,1,3.3,3.5,2.15
1720149,2,1,3,2.1,3.6,3.3
1719578,0,0,0,2.37,3.5,2.9
1719378,2,1,3,2.37,3.4,3.0
1719570,1,0,1,1.85,3.6,4.2
1719643,0,1,1,2.05,3.4,3.75
1720093,1,1,2,2.25,3.4,3.25
1719396,1,3,4,3.0,3.4,2.37
1719797,0,2,2,2.15,3.5,3.3
1719922,1,1,2,2.75,3.5,2.5
1720016,2,1,3,2.62,3.3,2.7
1719540,2,1,3,2.5,3.4,2.8
1719469,1,0,1,2.3,3.2,3.4
1720170,3,1,4,2.5,3.5,2.75
1719366,1,1,2,2.25,3.2,3.4
1719492,1,1,2,2.3,3.5,3.1
1720078,0,0,0,2.75,3.5,2.45
1719436,1,2,3,2.6,3.4,2.7
1719748,2,1,3,3.2,3.6,2.2
1719909,1,0,1,1.85,3.6,4.2
1719911,0,2,2,2.2,3.4,3.3
1720089,2,2,4,2.8,3.4,2.5
1719699,1,2,3,3.2,3.6,2.2
1719690,0,2,2,3.1,3.5,2.25
1719839,2,1,3,2.4,3.3,3.0
1719762,0,1,1,2.62,3.2,2.75
1719993,1,0,1,2.5,3.3,2.8
1719927,0,1,1,2.35,3.1,3.3
1720198,1,0,1,2.05,3.5,3.6
1719490,0,1,1,2.0,3.6,3.6
1720226,1,2,3,3.4,3.5,2.1
