Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1719907,1,0,1,2.5,3.2,3.0
1719289,0,3,3,2.1,3.6,3.4
1719996,3,1,4,2.3,3.5,3.1
1719541,1,2,3,2.2,3.25,3.5
1720206,1,2,3,2.6,3.5,2.62
1720135,1,1,2,3.0,3.5,2.3
1719835,1,2,3,3.6,3.75,1.98
1719451,1,0,1,2.1,3.6,3.4
1719623,1,2,3,2.75,3.2,2.7
1719636,3,0,3,1.95,3.6,3.8
1719762,0,1,1,2.62,3.2,2.75
1719758,2,1,3,2.45,3.4,2.9
1719598,0,0,0,2.4,3.25,3.1
1719399,0,3,3,2.87,3.4,2.45
1719401,2,2,4,3.0,3.4,2.37
1719542,1,1,2,2.0,3.6,3.75
1720170,3,1,4,2.5,3.5,2.75
1719532,0,1,1,2.4,3.2,3.1
1719503,3,1,4,2.05,3.5,3.6
1720166,2,1,3,2.7,3.5,2.55
1719382,0,0,0,2.4,3.3,3.0
1720107,1,0,1,1.98,3.5,4.0
1719546,1,1,2,2.5,3.5,2.75
1719281,2,2,4,3.1,3.5,2.25
1719422,0,3,3,2.7,3.5,2.55
1720026,1,0,1,2.9,3.3,2.45
1719431,3,2,5,2.05,3.6,3.6
1719982,0,0,0,2.25,3.4,3.25
1719443,1,2,3,2.4,3.5,2.87
1720168,1,0,1,2.55,3.25,2.87
1720215,0,0,0,2.7,3.4,2.6
1719769,2,0,2,2.0,3.6,3.75
1720222,2,1,3,2.7,3.3,2.62
1719920,1,0,1,1.95,3.5,4.0
1719624,1,1,2,2.7,3.4,2.6
1720138,2,0,2,3.0,3.3,2.4
1719587,0,0,0,1.95,3.6,3.8
1720011,0,1,1,2.7,3.5,2.55
1719394,2,3,5,2.15,3.6,3.25
1719497,1,0,1,2.8,3.5,2.5
1719902,2,2,4,2.05,3.6,3.5
1720013,3,2,5,2.9,3.6,2.3
1719322,1,3,4,2.45,3.4,2.9
1719490,0,1,1,2.0,3.6,3.6
1719841,1,1,2,2.55,3.25,2.87
1719585,0,2,2,2.7,3.3,2.62
1720185,1,0,1,2.7,3.4,2.6
1719993,1,0,1,2.5,3.3,2.8
1719270,0,1,1,2.75,3.2,2.7
1719973,1,0,1,2.87,3.5,2.4
1719549,2,2,4,2.45,3.6,2.75
1719703,2,1,3,2.7,3.2,2.75
1720122,0,0,0,1.9,3.6,4.0
1719466,1,2,3,2.8,3.4,2.5
1720159,1,2,3,2.35,3.1,3.25
1719300,2,1,3,2.25,3.4,3.2
1720023,0,2,2,2.0,3.6,3.6
1719519,1,2,3,2.02,3.4,3.8
1719480,3,0,3,1.76,3.8,4.5
1719454,0,0,0,2.8,3.4,2.5
1720103,1,2,3,3.1,3.4,2.3
1719291,0,1,1,2.1,3.5,3.5
1719771,2,0,2,2.9,3.25,2.5
1720101,1,2,3,2.15,3.5,3.3
1719961,1,2,3,2.87,3.5,2.4
1719610,2,2,4,2.9,3.3,2.45
1720068,1,2,3,2.7,3.2,2.75
1719312,0,1,1,2.35,3.3,3.1
1719943,4,1,5,2.75,3.5,2.5
1719868,0,1,1,2.45,3.2,3.0
1720152,0,0,0,2.7,3.5,2.55
1719960,4,0,4,2.15,3.6,3.25
1720072,2,4,6,3.0,3.3,2.4
1720198,1,0,1,2.05,3.5,3.6
1719415,0,3,3,2.07,3.4,3.75
1719265,3,0,3,2.35,3.4,3.0
1719646,2,2,4,2.37,3.4,3.0
1719694,3,1,4,2.5,3.2,3.0
1719292,0,2,2,2.3,3.5,3.0
1719823,4,1,5,2.45,3.1,3.2
1719285,1,2,3,3.8,3.75,1.93
1719315,2,1,3,2.62,3.3,2.75
1720164,1,2,3,2.37,3.6,2.87
1719683,2,2,4,2.3,3.4,3.1
1719953,3,2,5,2.4,3.2,3.1
1719306,0,1,1,2.25,3.3,3.3
1719932,1,0,1,2.35,3.6,2.87
1720042,1,0,1,2.2,3.3,3.4
1719655,2,3,5,2.3,3.5,3.0
1719527,0,0,0,3.0,3.6,2.25
1719886,2,2,4,2.15,3.4,3.4
1719930,3,0,3,2.6,3.5,2.7
1719847,2,0,2,2.75,3.2,2.7
1719618,0,1,1,2.45,3.4,2.9
1719875,1,1,2,2.62,3.5,2.62
1719954,1,3,4,2.6,3.4,2.7
1719501,1,2,3,3.0,3.3,2.4
1719462,0,2,2,2.55,3.3,2.8
1719800,3,1,4,2.75,3.2,2.7
1719320,2,0,2,2.25,3.2,3.4
1719417,1,2,3,2.6,3.5,2.62
1720031,3,4,7,2.7,3.5,2.55
1719308,1,3,4,2.15,3.6,3.2
1719562,1,0,1,1.95,3.6,3.8
1719806,3,0,3,2.05,3.5,3.6
1719506,2,1,3,2.1,3.5,3.5
1719327,4,0,4,2.75,3.5,2.45
1719669,1,1,2,2.9,3.3,2.45
1719494,2,2,4,2.3,3.5,3.0
1720226,1,2,3,3.4,3.5,2.1
