Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence,PRED_0,PRED_1,PRED_2,PRED_3,PRED_4,Id da partida.1,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa.1,Gols time contra.1,Gols totais.1,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence.1,Odd Empate.1,Odd Visitante Vence.1,Placar Exato,Odd Placar Exato,Data das odds,HORA,COLUNA,PROBABILIDADE,OUTCOME
,,,,,,,,,,,,1719587,Premier,2025-05-15,,United,Palace,0,0,0,3.8,1.95,3.8,1.95,1.95,3.6,3.8,0-0,7.5,,,,,0
,,,,,,,,,,,,1719594,Premier,2025-05-15,,City,Aston,1,2,3,1.86,4.2,4.2,1.86,1.86,3.6,4.2,1-2,7.5,,,,,0
,,,,,,,,,,,,1719601,Premier,2025-05-15,,Leeds,Palace,0,2,2,3.2,2.3,3.2,2.3,2.3,3.3,3.2,0-2,8.5,,,,,0
,,,,,,,,,,,,1719609,Premier,2025-05-15,,Leicester,Islington,2,0,2,2.6,2.7,2.6,2.7,2.7,3.4,2.6,2-0,7.5,,,,,0
,,,,,,,,,,,,1719614,Premier,2025-05-15,,City,Everton,0,0,0,3.6,2.0,3.6,2.0,2.0,3.6,3.6,0-0,6.5,,,,,0
,,,,,,,,,,,,1719632,Premier,2025-05-15,,Brighton,Palace,3,1,4,2.55,2.62,2.55,2.62,2.55,3.5,2.62,3-1,6.5,,,,,0
,,,,,,,,,,,,1719636,Premier,2025-05-15,,Chelsea,Norwich,3,0,3,1.95,3.8,3.8,1.95,1.95,3.6,3.8,3-0,7.5,,,,,0
,,,,,,,,,,,,1719643,Premier,2025-05-15,,Tottenham,Brentford,0,1,1,3.75,2.05,3.75,2.05,2.05,3.4,3.75,0-1,9.0,,,,,0
,,,,,,,,,,,,1719650,Premier,2025-05-15,,Liverpool,Leicester,2,2,4,2.25,3.2,2.25,3.2,2.25,3.4,3.2,2-2,7.5,,,,,0
,,,,,,,,,,,,1719657,Premier,2025-05-15,,Wolverhampton,Watford,3,1,4,2.1,3.4,2.1,3.4,2.1,3.6,3.4,3-1,7.0,,,,,0
,,,,,,,,,,,,1719664,Premier,2025-05-15,,Islington,Brighton,0,1,1,3.8,1.95,3.8,1.95,1.95,3.75,3.8,0-1,6.5,,,,,0
,,,,,,,,,,,,1719671,Premier,2025-05-15,,West Ham,Wolverhampton,2,0,2,2.7,2.6,2.7,2.6,2.6,3.4,2.7,2-0,8.0,,,,,0
,,,,,,,,,,,,1719540,Super,2025-05-15,,Montevideo,Medellin,2,1,3,2.5,2.8,2.8,2.5,2.5,3.4,2.8,2-1,7.5,,,,,0
,,,,,,,,,,,,1719549,Super,2025-05-15,,Lima,Santiago,2,2,4,2.45,2.75,2.45,2.75,2.45,3.6,2.75,2-2,6.5,,,,,0
,,,,,,,,,,,,1719554,Super,2025-05-15,,Bogota,Avellaneda,3,2,5,2.55,2.87,2.55,2.87,2.55,3.25,2.87,3-2,9.0,,,,,0
,,,,,,,,,,,,1719563,Super,2025-05-15,,Santos,Quito,1,0,1,3.25,2.25,3.25,2.25,2.25,3.4,3.25,1-0,8.5,,,,,0
,,,,,,,,,,,,1719568,Super,2025-05-15,,Itaquera,La Plata,1,1,2,3.1,2.4,3.1,2.4,2.4,3.25,3.1,1-1,9.0,,,,,0
,,,,,,,,,,,,1719575,Super,2025-05-15,,Buenos Aires,Asuncion,2,0,2,3.6,2.0,3.6,2.0,2.0,3.6,3.6,2-0,7.0,,,,,0
,,,,,,,,,,,,1719585,Super,2025-05-15,,Avellaneda,La Boca,0,2,2,2.62,2.7,2.62,2.7,2.7,3.3,2.62,0-2,8.5,,,,,0
,,,,,,,,,,,,1719590,Super,2025-05-15,,Lima,Medellin,0,0,0,2.6,2.7,2.6,2.7,2.7,3.4,2.6,0-0,7.5,,,,,0
,,,,,,,,,,,,1719596,Super,2025-05-15,,Itaquera,Rio de Janeiro,3,2,5,2.7,2.6,2.7,2.6,2.7,3.4,2.6,3-2,7.5,,,,,0
,,,,,,,,,,,,1719603,Super,2025-05-15,,Buenos Aires,Sao Paulo,1,2,3,2.3,3.0,3.0,2.3,2.3,3.6,3.0,1-2,6.0,,,,,0
,,,,,,,,,,,,1719613,Super,2025-05-15,,Agua Branca,Rio de Janeiro,0,1,1,2.7,2.55,2.7,2.55,2.55,3.5,2.7,0-1,7.0,,,,,0
,,,,,,,,,,,,1719617,Super,2025-05-15,,Montevideo,La Boca,0,2,2,2.3,3.1,2.3,3.1,3.1,3.4,2.3,0-2,7.5,,,,,0
,,,,,,,,,,,,1719624,Super,2025-05-15,,Santos,Agua Branca,1,1,2,2.6,2.7,2.6,2.7,2.7,3.4,2.6,1-1,7.5,,,,,0
,,,,,,,,,,,,1719631,Super,2025-05-15,,Porto Alegre,Itaquera,2,0,2,2.75,2.62,2.75,2.62,2.62,3.2,2.75,2-0,10.0,,,,,0
,,,,,,,,,,,,1719638,Super,2025-05-15,,La Boca,Quito,2,1,3,2.1,3.5,3.5,2.1,2.1,3.4,3.5,2-1,8.5,,,,,0
,,,,,,,,,,,,1719647,Super,2025-05-15,,Lima,Guayaquil,0,3,3,2.75,2.5,2.5,2.75,2.75,3.6,2.5,0-3,6.5,,,,,0
,,,,,,,,,,,,1719652,Super,2025-05-15,,Penarol,La Plata,1,1,2,2.7,2.75,2.7,2.75,2.75,3.2,2.7,1-1,10.0,,,,,0
,,,,,,,,,,,,1719659,Super,2025-05-15,,Rio de Janeiro,Sao Paulo,0,1,1,3.25,2.15,3.25,2.15,2.15,3.6,3.25,0-1,6.5,,,,,0
,,,,,,,,,,,,1719667,Super,2025-05-15,,Porto Alegre,Penarol,1,2,3,2.35,3.3,3.3,2.35,2.35,3.1,3.3,1-2,11.0,,,,,0
,,,,,,,,,,,,1719673,Super,2025-05-15,,La Boca,Rio de Janeiro,1,2,3,2.62,2.7,2.7,2.62,2.62,3.4,2.7,1-2,8.0,,,,,0
