Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1711852,1,1,2,2.25,3.25,3.3
1711987,1,2,3,2.75,3.5,2.5
1711504,1,2,3,2.75,3.25,2.62
1711540,3,0,3,2.75,3.2,2.7
1711849,2,0,2,2.45,3.4,2.9
1711508,2,1,3,2.15,3.5,3.4
1711821,0,2,2,2.45,3.4,2.9
1711673,4,2,6,2.8,3.4,2.55
1712132,0,2,2,2.75,3.2,2.7
1712101,0,3,3,2.4,3.3,3.0
1712113,0,0,0,3.2,3.5,2.2
1711753,1,0,1,2.3,3.4,3.1
1711873,1,3,4,2.15,3.3,3.6
1711776,2,2,4,2.1,3.6,3.4
1712130,2,0,2,1.98,3.5,4.0
1711982,2,1,3,2.7,3.1,2.8
1711983,0,2,2,2.2,3.4,3.3
1711336,4,0,4,1.95,3.6,3.8
1711355,3,1,4,2.25,3.4,3.25
1711308,0,1,1,2.37,3.4,3.0
1711789,1,1,2,2.35,3.1,3.25
1711838,2,0,2,2.75,3.6,2.45
1711965,0,0,0,1.72,3.8,4.75
1711623,2,4,6,2.7,3.3,2.62
1712090,1,2,3,2.8,3.3,2.55
1712080,0,0,0,2.1,3.5,3.5
1711671,1,1,2,2.7,3.5,2.55
1711373,2,1,3,2.2,3.25,3.5
1711766,1,1,2,3.0,3.5,2.3
1711581,3,0,3,2.7,3.3,2.62
1712013,0,2,2,2.62,3.3,2.7
1711945,0,2,2,2.4,3.25,3.1
1711714,1,0,1,2.05,3.5,3.6
1711353,0,1,1,2.5,3.5,2.75
1711350,2,3,5,3.0,3.3,2.4
1712103,1,1,2,1.9,3.75,3.8
1712030,0,1,1,2.45,3.5,2.87
1711794,0,0,0,2.6,3.5,2.7
1711730,1,2,3,2.62,3.3,2.75
1711429,1,0,1,2.7,3.1,2.8
1712020,0,2,2,2.2,3.25,3.5
1711997,0,2,2,2.37,3.4,3.0
1712117,1,2,3,2.3,3.6,3.0
1711289,1,3,4,2.25,3.5,3.1
1711798,1,0,1,1.95,3.75,3.8
1711694,2,0,2,2.6,3.5,2.7
1711354,1,1,2,2.7,3.5,2.55
1711301,0,2,2,2.2,3.3,3.4
1712021,2,0,2,2.8,3.5,2.4
1711817,0,1,1,2.1,3.6,3.4
1711848,0,1,1,2.7,3.4,2.6
1711700,0,1,1,1.83,3.75,4.33
1711497,3,1,4,2.5,3.3,2.8
1712069,1,3,4,2.02,3.4,3.8
1711527,1,2,3,2.4,3.3,3.0
1711446,3,0,3,2.55,3.4,2.75
1711518,1,1,2,2.7,3.6,2.45
1711785,1,1,2,2.55,3.2,2.9
1712055,0,0,0,2.7,3.3,2.62
1711471,0,2,2,2.8,3.3,2.55
1711630,1,4,5,2.2,3.4,3.3
1712092,2,0,2,2.4,3.3,3.0
1712104,1,1,2,2.25,3.4,3.25
1711304,1,3,4,2.9,3.25,2.5
1711905,3,1,4,2.35,3.4,3.1
1711907,2,1,3,2.05,3.5,3.6
1712047,1,1,2,2.55,3.4,2.75
1712041,0,2,2,2.5,3.1,3.0
1711374,0,2,2,3.1,3.4,2.3
1711807,0,0,0,2.75,3.5,2.5
1712111,1,2,3,2.62,3.4,2.7
1711483,2,3,5,1.95,3.6,3.8
1711556,2,3,5,2.62,3.5,2.62
1711275,1,1,2,3.5,3.6,2.05
1711648,3,1,4,2.9,3.25,2.5
1711957,3,2,5,2.25,3.4,3.25
1711468,0,2,2,2.2,3.25,3.5
1711598,0,1,1,2.37,3.5,2.9
1711899,0,0,0,2.25,3.4,3.25
1711691,2,1,3,2.07,3.6,3.5
1711830,2,1,3,2.3,3.6,3.0
1712012,0,0,0,2.87,3.4,2.45
1711641,0,2,2,3.0,3.5,2.35
1712017,3,1,4,2.05,3.5,3.6
1711423,2,0,2,2.8,3.5,2.5
1711612,3,2,5,1.8,3.8,4.2
1711952,1,1,2,2.3,3.4,3.1
1711800,1,1,2,2.1,3.6,3.4
1711658,3,1,4,2.0,3.5,3.75
1711509,2,2,4,2.3,3.5,3.0
1711634,2,2,4,2.3,3.6,3.0
1711490,1,0,1,2.25,3.4,3.2
1711322,1,2,3,1.86,3.6,4.2
1711404,2,1,3,2.7,3.5,2.55
1711796,0,0,0,2.25,3.5,3.1
1711575,2,1,3,2.2,3.25,3.5
1711679,1,1,2,2.15,3.4,3.4
