Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1720152,0,0,0,2.7,3.5,2.55
1719515,1,1,2,1.98,3.5,3.8
1719368,2,0,2,2.7,3.1,2.8
1719965,0,1,1,2.8,3.4,2.55
1720075,3,2,5,2.6,3.5,2.62
1719315,2,1,3,2.62,3.3,2.75
1719529,2,1,3,2.45,3.1,3.2
1719354,1,0,1,2.35,3.1,3.25
1720100,1,0,1,2.45,3.3,2.9
1720149,2,1,3,2.1,3.6,3.3
1720112,1,2,3,2.5,3.1,3.0
1719928,1,3,4,2.55,3.4,2.75
1719612,0,1,1,2.4,3.3,3.0
1719860,0,1,1,2.1,3.5,3.5
1719876,2,1,3,3.2,3.5,2.2
1719488,0,1,1,3.0,3.5,2.35
1719916,0,1,1,1.98,3.5,4.0
1719886,2,2,4,2.15,3.4,3.4
1719577,1,0,1,2.4,3.2,3.1
1719732,3,0,3,2.87,3.2,2.6
1719748,2,1,3,3.2,3.6,2.2
1719722,1,3,4,3.0,3.5,2.3
1719894,2,0,2,2.75,3.25,2.62
1720206,1,2,3,2.6,3.5,2.62
1719804,1,3,4,3.1,3.5,2.3
1720212,1,0,1,2.25,3.6,3.1
1720144,1,0,1,2.5,3.4,2.75
1719360,2,2,4,2.8,3.5,2.4
1720148,1,2,3,3.1,3.4,2.3
1719433,2,0,2,2.1,3.6,3.3
1719956,1,0,1,2.55,3.3,2.8
1719649,0,3,3,2.87,3.4,2.45
1719327,4,0,4,2.75,3.5,2.45
1719758,2,1,3,2.45,3.4,2.9
1719688,0,0,0,2.25,3.6,3.1
1719718,1,1,2,2.6,3.2,2.87
1719920,1,0,1,1.95,3.5,4.0
1720082,1,1,2,2.25,3.4,3.25
1719832,0,1,1,2.0,3.5,3.75
1719431,3,2,5,2.05,3.6,3.6
1719932,1,0,1,2.35,3.6,2.87
1719610,2,2,4,2.9,3.3,2.45
1719287,3,0,3,2.62,3.3,2.75
1719981,1,1,2,2.9,3.6,2.3
1719766,0,0,0,2.3,3.4,3.1
1720210,0,3,3,2.2,3.4,3.3
1719458,3,2,5,2.9,3.6,2.35
1720156,3,1,4,2.6,3.5,2.7
1719585,0,2,2,2.7,3.3,2.62
1720023,0,2,2,2.0,3.6,3.6
1720218,1,2,3,2.1,3.4,3.5
1719410,1,4,5,3.2,3.5,2.2
1720222,2,1,3,2.7,3.3,2.62
1719519,1,2,3,2.02,3.4,3.8
1719909,1,0,1,1.85,3.6,4.2
1720095,2,2,4,3.2,3.6,2.2
1719605,1,1,2,2.5,3.3,2.9
1719632,3,1,4,2.55,3.5,2.62
1719882,0,2,2,2.5,3.3,2.9
1719869,1,1,2,2.35,3.6,2.9
1719687,3,1,4,2.0,3.6,3.75
1719415,0,3,3,2.07,3.4,3.75
1719266,1,2,3,2.1,3.6,3.4
1720030,2,3,5,3.1,3.4,2.3
1719799,0,0,0,2.35,3.3,3.1
1719376,2,2,4,2.3,3.6,3.0
1719422,0,3,3,2.7,3.5,2.55
1719389,2,1,3,1.95,3.6,3.8
1719601,0,2,2,2.3,3.3,3.2
1719468,2,1,3,2.87,3.4,2.45
1719481,2,0,2,2.55,3.25,2.87
1719847,2,0,2,2.75,3.2,2.7
1720079,2,0,2,2.05,3.5,3.6
1719292,0,2,2,2.3,3.5,3.0
1719346,1,1,2,2.37,3.5,2.9
1720137,1,3,4,2.7,3.1,2.8
1720044,0,1,1,2.1,3.5,3.5
1719862,1,3,4,2.6,3.5,2.7
1719877,1,1,2,2.5,3.4,2.8
1719764,2,2,4,2.25,3.5,3.1
1719900,1,1,2,2.3,3.5,3.1
1719902,2,2,4,2.05,3.6,3.5
1720000,0,0,0,2.3,3.5,3.1
1719584,0,2,2,2.4,3.3,3.0
1719313,1,0,1,2.8,3.3,2.55
1719455,1,0,1,2.3,3.6,3.0
1719998,1,0,1,2.4,3.4,3.0
1719753,1,0,1,2.4,3.1,3.2
1719294,1,2,3,1.95,3.6,3.8
1719968,1,1,2,2.07,3.5,3.5
1719578,0,0,0,2.37,3.5,2.9
1719472,2,0,2,2.2,3.6,3.1
1720200,2,0,2,2.3,3.5,3.0
1719848,1,1,2,2.55,3.6,2.62
1719755,0,1,1,2.3,3.6,3.0
1719835,1,2,3,3.6,3.75,1.98
1719746,2,0,2,2.02,3.6,3.6
1719627,0,1,1,2.1,3.6,3.3
1719326,4,2,6,3.4,3.5,2.1
1720059,0,0,0,2.6,3.4,2.7
1720078,0,0,0,2.75,3.5,2.45
1719762,0,1,1,2.62,3.2,2.75
1719914,0,4,4,2.3,3.6,2.9
1719939,1,1,2,3.0,3.3,2.4
1719554,3,2,5,2.55,3.25,2.87
1719438,1,0,1,2.3,3.5,3.0
1720035,0,0,0,2.1,3.3,3.6
1720185,1,0,1,2.7,3.4,2.6
1719483,2,1,3,2.0,3.6,3.6
1719532,0,1,1,2.4,3.2,3.1
