Id da partida,Gols time casa,Gols time contra,Gols totais,Odd Casa Vence,Odd Empate,Odd Visitante Vence
1719655,2,3,5,2.3,3.5,3.0
1719436,1,2,3,2.6,3.4,2.7
1720213,2,0,2,2.2,3.6,3.1
1720121,0,0,0,3.3,3.5,2.15
1719927,0,1,1,2.35,3.1,3.3
1719498,2,1,3,2.45,3.4,2.9
1719308,1,3,4,2.15,3.6,3.2
1719366,1,1,2,2.25,3.2,3.4
1719952,2,1,3,1.83,3.75,4.33
1719546,1,1,2,2.5,3.5,2.75
1719435,2,2,4,2.2,3.25,3.5
1719452,2,0,2,2.35,3.4,3.0
1719905,3,0,3,2.25,3.3,3.3
1719388,2,1,3,2.5,3.5,2.75
1719505,0,0,0,2.3,3.2,3.4
1719347,2,0,2,2.37,3.4,3.0
1719590,0,0,0,2.7,3.4,2.6
1720075,3,2,5,2.6,3.5,2.62
1719408,0,2,2,2.25,3.6,3.0
1720224,2,1,3,2.7,3.3,2.62
1719420,0,1,1,2.9,3.4,2.45
1719746,2,0,2,2.02,3.6,3.6
1719598,0,0,0,2.4,3.25,3.1
1719411,4,2,6,2.7,3.3,2.62
1719630,3,1,4,1.85,3.6,4.2
1719930,3,0,3,2.6,3.5,2.7
1719460,2,1,3,3.1,3.5,2.25
1719690,0,2,2,3.1,3.5,2.25
1719392,0,0,0,2.3,3.6,3.0
1719277,1,2,3,2.25,3.4,3.25
1719339,0,1,1,2.7,3.4,2.6
1719780,3,0,3,2.07,3.4,3.6
1719649,0,3,3,2.87,3.4,2.45
1719842,0,1,1,2.0,3.5,3.75
1719560,3,0,3,2.5,3.6,2.7
1719276,2,0,2,2.05,3.75,3.4
1719786,1,1,2,3.4,3.5,2.1
1719447,0,1,1,2.55,3.3,2.8
1719599,0,1,1,2.7,3.6,2.55
1719607,1,2,3,2.8,3.4,2.5
1720131,0,0,0,2.62,3.3,2.7
1719396,1,3,4,3.0,3.4,2.37
1720084,3,3,6,2.45,3.5,2.8
1719711,1,0,1,2.37,3.5,2.9
1719363,1,1,2,2.3,3.4,3.1
1719986,1,1,2,2.4,3.3,3.0
1719860,0,1,1,2.1,3.5,3.5
1719956,1,0,1,2.55,3.3,2.8
1719315,2,1,3,2.62,3.3,2.75
1719508,1,0,1,2.3,3.6,3.0
1720019,2,1,3,2.75,3.5,2.45
1720227,2,2,4,2.15,3.4,3.4
1719677,1,2,3,2.15,3.4,3.5
1719297,2,0,2,2.1,3.5,3.5
1719899,1,1,2,2.07,3.4,3.75
1719581,0,0,0,2.7,3.3,2.62
1719961,1,2,3,2.87,3.5,2.4
1720070,3,3,6,2.37,3.4,3.0
1719796,1,0,1,2.37,3.6,2.87
1719981,1,1,2,2.9,3.6,2.3
1719758,2,1,3,2.45,3.4,2.9
1719614,0,0,0,2.0,3.6,3.6
1719688,0,0,0,2.25,3.6,3.1
1719431,3,2,5,2.05,3.6,3.6
1720219,1,1,2,3.5,3.6,2.05
1719549,2,2,4,2.45,3.6,2.75
1720103,1,2,3,3.1,3.4,2.3
1720031,3,4,7,2.7,3.5,2.55
1719652,1,1,2,2.75,3.2,2.7
1720201,1,0,1,2.7,3.3,2.62
1719907,1,0,1,2.5,3.2,3.0
1719483,2,1,3,2.0,3.6,3.6
1719708,3,0,3,2.9,3.3,2.45
1719807,0,3,3,2.1,3.6,3.4
1719511,1,2,3,2.45,3.5,2.87
1720035,0,0,0,2.1,3.3,3.6
1719774,0,3,3,2.7,3.4,2.6
1719863,1,0,1,3.1,3.4,2.3
1719492,1,1,2,2.3,3.5,3.1
1719871,1,0,1,1.85,3.75,4.2
1719401,2,2,4,3.0,3.4,2.37
1720115,0,2,2,2.37,3.5,2.9
1719851,2,0,2,2.45,3.5,2.8
1719610,2,2,4,2.9,3.3,2.45
1719920,1,0,1,1.95,3.5,4.0
1720198,1,0,1,2.05,3.5,3.6
1719413,0,0,0,2.25,3.6,3.1
1720126,0,0,0,2.3,3.6,3.0
1719940,1,0,1,2.6,3.5,2.7
1719869,1,1,2,2.35,3.6,2.9
1719692,4,1,5,2.1,3.4,3.5
1719737,1,0,1,2.4,3.3,3.0
1720149,2,1,3,2.1,3.6,3.3
1719687,3,1,4,2.0,3.6,3.75
1720171,0,1,1,2.87,3.4,2.45
1719865,2,0,2,1.95,3.6,3.8
1719540,2,1,3,2.5,3.4,2.8
1719343,0,1,1,2.9,3.25,2.5
1719720,1,3,4,1.9,3.6,4.0
1719812,0,2,2,3.3,3.5,2.15
1719326,4,2,6,3.4,3.5,2.1
1719715,0,1,1,2.5,3.2,3.0
1719582,2,1,3,2.55,3.25,2.87
1720210,0,3,3,2.2,3.4,3.3
1720051,0,2,2,2.35,3.4,3.0
1719925,3,0,3,3.0,3.4,2.37
1720086,1,1,2,2.62,3.3,2.7
1719577,1,0,1,2.4,3.2,3.1
1720173,0,1,1,2.62,3.3,2.7
1720049,0,1,1,1.76,3.8,4.5
